Date,Time,Usage Percentage,Convert Liters,Special Events,Is Weekend
2023-07-01,00:00:00,8.75,87.5,House Cleaning,True
2023-07-01,00:30:00,14.34,143.4,House Cleaning,True
2023-07-01,01:00:00,7.14,71.4,House Cleaning,True
2023-07-01,01:30:00,7.28,72.8,House Cleaning,True
2023-07-01,02:00:00,11.69,116.9,House Cleaning,True
2023-07-01,02:30:00,7.77,77.7,House Cleaning,True
2023-07-01,03:00:00,17.93,179.3,House Cleaning,True
2023-07-01,03:30:00,17.23,172.3,House Cleaning,True
2023-07-01,04:00:00,6.2,62.0,House Cleaning,True
2023-07-01,04:30:00,15.18,151.8,House Cleaning,True
2023-07-01,05:00:00,7.69,76.9,House Cleaning,True
2023-07-01,05:30:00,10.26,102.6,House Cleaning,True
2023-07-01,06:00:00,8.75,87.5,House Cleaning,True
2023-07-01,06:30:00,8.89,88.9,House Cleaning,True
2023-07-01,07:00:00,74.87,748.7,House Cleaning,True
2023-07-01,07:30:00,74.74,747.4,House Cleaning,True
2023-07-01,08:00:00,89.09,890.9,House Cleaning,True
2023-07-01,08:30:00,80.8,808.0,House Cleaning,True
2023-07-01,09:00:00,86.5,865.0,House Cleaning,True
2023-07-01,09:30:00,62.07,620.7,House Cleaning,True
2023-07-01,10:00:00,70.16,701.6,House Cleaning,True
2023-07-01,10:30:00,77.84,778.4,House Cleaning,True
2023-07-01,11:00:00,46.39,463.9,House Cleaning,True
2023-07-01,11:30:00,52.16,521.6,House Cleaning,True
2023-07-01,12:00:00,54.09,540.9,House Cleaning,True
2023-07-01,12:30:00,53.74,537.4,House Cleaning,True
2023-07-01,13:00:00,65.92,659.2,House Cleaning,True
2023-07-01,13:30:00,63.33,633.3,House Cleaning,True
2023-07-01,14:00:00,70.89,708.9,House Cleaning,True
2023-07-01,14:30:00,60.19,601.9,House Cleaning,True
2023-07-01,15:00:00,56.15,561.5,House Cleaning,True
2023-07-01,15:30:00,60.04,600.4,House Cleaning,True
2023-07-01,16:00:00,63.96,639.6,House Cleaning,True
2023-07-01,16:30:00,57.59,575.9,House Cleaning,True
2023-07-01,17:00:00,52.73,527.3,House Cleaning,True
2023-07-01,17:30:00,42.81,428.1,House Cleaning,True
2023-07-01,18:00:00,94.43,944.3,House Cleaning,True
2023-07-01,18:30:00,92.0,920.0,House Cleaning,True
2023-07-01,19:00:00,94.03,940.3,House Cleaning,True
2023-07-01,19:30:00,82.03,820.3,House Cleaning,True
2023-07-01,20:00:00,88.8,888.0,House Cleaning,True
2023-07-01,20:30:00,74.87,748.7,House Cleaning,True
2023-07-01,21:00:00,92.34,923.4,House Cleaning,True
2023-07-01,21:30:00,87.8,878.0,House Cleaning,True
2023-07-01,22:00:00,71.0,710.0,House Cleaning,True
2023-07-01,22:30:00,73.97,739.7,House Cleaning,True
2023-07-01,23:00:00,6.26,62.6,House Cleaning,True
2023-07-01,23:30:00,10.0,100.0,House Cleaning,True
2023-07-02,00:00:00,6.44,64.4,Normal day,True
2023-07-02,00:30:00,5.43,54.3,Normal day,True
2023-07-02,01:00:00,14.81,148.1,Normal day,True
2023-07-02,01:30:00,9.63,96.3,Normal day,True
2023-07-02,02:00:00,11.45,114.5,Normal day,True
2023-07-02,02:30:00,11.72,117.2,Normal day,True
2023-07-02,03:00:00,10.29,102.9,Normal day,True
2023-07-02,03:30:00,5.85,58.5,Normal day,True
2023-07-02,04:00:00,10.3,103.0,Normal day,True
2023-07-02,04:30:00,8.16,81.6,Normal day,True
2023-07-02,05:00:00,6.89,68.9,Normal day,True
2023-07-02,05:30:00,8.5,85.0,Normal day,True
2023-07-02,06:00:00,13.64,136.4,Normal day,True
2023-07-02,06:30:00,11.96,119.6,Normal day,True
2023-07-02,07:00:00,48.0,480.0,Normal day,True
2023-07-02,07:30:00,42.46,424.6,Normal day,True
2023-07-02,08:00:00,55.38,553.8,Normal day,True
2023-07-02,08:30:00,58.04,580.4,Normal day,True
2023-07-02,09:00:00,52.12,521.2,Normal day,True
2023-07-02,09:30:00,48.55,485.5,Normal day,True
2023-07-02,10:00:00,59.69,596.9,Normal day,True
2023-07-02,10:30:00,49.09,490.9,Normal day,True
2023-07-02,11:00:00,29.48,294.8,Normal day,True
2023-07-02,11:30:00,35.93,359.3,Normal day,True
2023-07-02,12:00:00,25.98,259.8,Normal day,True
2023-07-02,12:30:00,29.57,295.7,Normal day,True
2023-07-02,13:00:00,43.81,438.1,Normal day,True
2023-07-02,13:30:00,51.13,511.3,Normal day,True
2023-07-02,14:00:00,55.57,555.7,Normal day,True
2023-07-02,14:30:00,40.19,401.9,Normal day,True
2023-07-02,15:00:00,42.47,424.7,Normal day,True
2023-07-02,15:30:00,40.22,402.2,Normal day,True
2023-07-02,16:00:00,35.64,356.4,Normal day,True
2023-07-02,16:30:00,30.95,309.5,Normal day,True
2023-07-02,17:00:00,29.99,299.9,Normal day,True
2023-07-02,17:30:00,36.12,361.2,Normal day,True
2023-07-02,18:00:00,53.77,537.7,Normal day,True
2023-07-02,18:30:00,60.43,604.3,Normal day,True
2023-07-02,19:00:00,58.12,581.2,Normal day,True
2023-07-02,19:30:00,70.21,702.1,Normal day,True
2023-07-02,20:00:00,60.83,608.3,Normal day,True
2023-07-02,20:30:00,65.77,657.7,Normal day,True
2023-07-02,21:00:00,58.06,580.6,Normal day,True
2023-07-02,21:30:00,65.09,650.9,Normal day,True
2023-07-02,22:00:00,64.82,648.2,Normal day,True
2023-07-02,22:30:00,50.46,504.6,Normal day,True
2023-07-02,23:00:00,13.13,131.3,Normal day,True
2023-07-02,23:30:00,5.28,52.8,Normal day,True
2023-07-03,00:00:00,5.7,57.0,Normal day,False
2023-07-03,00:30:00,5.76,57.6,Normal day,False
2023-07-03,01:00:00,6.74,67.4,Normal day,False
2023-07-03,01:30:00,9.81,98.1,Normal day,False
2023-07-03,02:00:00,8.29,82.9,Normal day,False
2023-07-03,02:30:00,13.78,137.8,Normal day,False
2023-07-03,03:00:00,11.18,111.8,Normal day,False
2023-07-03,03:30:00,7.27,72.7,Normal day,False
2023-07-03,04:00:00,8.01,80.1,Normal day,False
2023-07-03,04:30:00,6.14,61.4,Normal day,False
2023-07-03,05:00:00,35.29,352.9,Normal day,False
2023-07-03,05:30:00,36.35,363.5,Normal day,False
2023-07-03,06:00:00,27.89,278.9,Normal day,False
2023-07-03,06:30:00,41.65,416.5,Normal day,False
2023-07-03,07:00:00,31.5,315.0,Normal day,False
2023-07-03,07:30:00,35.74,357.4,Normal day,False
2023-07-03,08:00:00,32.21,322.1,Normal day,False
2023-07-03,08:30:00,30.81,308.1,Normal day,False
2023-07-03,09:00:00,14.21,142.1,Normal day,False
2023-07-03,09:30:00,10.99,109.9,Normal day,False
2023-07-03,10:00:00,10.3,103.0,Normal day,False
2023-07-03,10:30:00,10.43,104.3,Normal day,False
2023-07-03,11:00:00,9.85,98.5,Normal day,False
2023-07-03,11:30:00,10.1,101.0,Normal day,False
2023-07-03,12:00:00,39.19,391.9,Normal day,False
2023-07-03,12:30:00,35.62,356.2,Normal day,False
2023-07-03,13:00:00,38.91,389.1,Normal day,False
2023-07-03,13:30:00,30.36,303.6,Normal day,False
2023-07-03,14:00:00,8.62,86.2,Normal day,False
2023-07-03,14:30:00,13.73,137.3,Normal day,False
2023-07-03,15:00:00,11.18,111.8,Normal day,False
2023-07-03,15:30:00,21.47,214.7,Normal day,False
2023-07-03,16:00:00,17.75,177.5,Normal day,False
2023-07-03,16:30:00,20.33,203.3,Normal day,False
2023-07-03,17:00:00,18.39,183.9,Normal day,False
2023-07-03,17:30:00,11.59,115.9,Normal day,False
2023-07-03,18:00:00,59.57,595.7,Normal day,False
2023-07-03,18:30:00,62.03,620.3,Normal day,False
2023-07-03,19:00:00,43.77,437.7,Normal day,False
2023-07-03,19:30:00,58.77,587.7,Normal day,False
2023-07-03,20:00:00,42.3,423.0,Normal day,False
2023-07-03,20:30:00,50.78,507.8,Normal day,False
2023-07-03,21:00:00,53.65,536.5,Normal day,False
2023-07-03,21:30:00,61.66,616.6,Normal day,False
2023-07-03,22:00:00,4.84,48.4,Normal day,False
2023-07-03,22:30:00,8.65,86.5,Normal day,False
2023-07-03,23:00:00,4.94,49.4,Normal day,False
2023-07-03,23:30:00,10.14,101.4,Normal day,False
2023-07-04,00:00:00,6.8,68.0,Normal day,False
2023-07-04,00:30:00,4.63,46.3,Normal day,False
2023-07-04,01:00:00,8.89,88.9,Normal day,False
2023-07-04,01:30:00,8.08,80.8,Normal day,False
2023-07-04,02:00:00,10.57,105.7,Normal day,False
2023-07-04,02:30:00,9.99,99.9,Normal day,False
2023-07-04,03:00:00,13.04,130.4,Normal day,False
2023-07-04,03:30:00,11.03,110.3,Normal day,False
2023-07-04,04:00:00,10.95,109.5,Normal day,False
2023-07-04,04:30:00,8.23,82.3,Normal day,False
2023-07-04,05:00:00,31.03,310.3,Normal day,False
2023-07-04,05:30:00,36.85,368.5,Normal day,False
2023-07-04,06:00:00,31.35,313.5,Normal day,False
2023-07-04,06:30:00,42.79,427.9,Normal day,False
2023-07-04,07:00:00,29.49,294.9,Normal day,False
2023-07-04,07:30:00,27.02,270.2,Normal day,False
2023-07-04,08:00:00,31.98,319.8,Normal day,False
2023-07-04,08:30:00,28.71,287.1,Normal day,False
2023-07-04,09:00:00,16.3,163.0,Normal day,False
2023-07-04,09:30:00,12.92,129.2,Normal day,False
2023-07-04,10:00:00,11.91,119.1,Normal day,False
2023-07-04,10:30:00,10.67,106.7,Normal day,False
2023-07-04,11:00:00,12.56,125.6,Normal day,False
2023-07-04,11:30:00,10.33,103.3,Normal day,False
2023-07-04,12:00:00,43.39,433.9,Normal day,False
2023-07-04,12:30:00,28.54,285.4,Normal day,False
2023-07-04,13:00:00,38.7,387.0,Normal day,False
2023-07-04,13:30:00,30.35,303.5,Normal day,False
2023-07-04,14:00:00,22.02,220.2,Normal day,False
2023-07-04,14:30:00,9.44,94.4,Normal day,False
2023-07-04,15:00:00,14.41,144.1,Normal day,False
2023-07-04,15:30:00,10.14,101.4,Normal day,False
2023-07-04,16:00:00,12.14,121.4,Normal day,False
2023-07-04,16:30:00,21.16,211.6,Normal day,False
2023-07-04,17:00:00,13.26,132.6,Normal day,False
2023-07-04,17:30:00,15.59,155.9,Normal day,False
2023-07-04,18:00:00,51.81,518.1,Normal day,False
2023-07-04,18:30:00,51.02,510.2,Normal day,False
2023-07-04,19:00:00,53.42,534.2,Normal day,False
2023-07-04,19:30:00,48.8,488.0,Normal day,False
2023-07-04,20:00:00,64.69,646.9,Normal day,False
2023-07-04,20:30:00,49.6,496.0,Normal day,False
2023-07-04,21:00:00,64.71,647.1,Normal day,False
2023-07-04,21:30:00,50.69,506.9,Normal day,False
2023-07-04,22:00:00,7.45,74.5,Normal day,False
2023-07-04,22:30:00,9.55,95.5,Normal day,False
2023-07-04,23:00:00,9.93,99.3,Normal day,False
2023-07-04,23:30:00,4.84,48.4,Normal day,False
2023-07-05,00:00:00,8.14,81.4,Normal day,False
2023-07-05,00:30:00,4.32,43.2,Normal day,False
2023-07-05,01:00:00,10.03,100.3,Normal day,False
2023-07-05,01:30:00,6.19,61.9,Normal day,False
2023-07-05,02:00:00,13.25,132.5,Normal day,False
2023-07-05,02:30:00,10.44,104.4,Normal day,False
2023-07-05,03:00:00,7.58,75.8,Normal day,False
2023-07-05,03:30:00,4.79,47.9,Normal day,False
2023-07-05,04:00:00,6.72,67.2,Normal day,False
2023-07-05,04:30:00,5.54,55.4,Normal day,False
2023-07-05,05:00:00,29.7,297.0,Normal day,False
2023-07-05,05:30:00,33.78,337.8,Normal day,False
2023-07-05,06:00:00,26.18,261.8,Normal day,False
