Date,Time,Usage Percentage,Convert Liters,Special Events,Is Weekend
2023-03-01,00:00:00,7.0,70.0,Normal day,False
2023-03-01,00:30:00,11.9,119.0,Normal day,False
2023-03-01,01:00:00,7.44,74.4,Normal day,False
2023-03-01,01:30:00,6.09,60.9,Normal day,False
2023-03-01,02:00:00,10.98,109.8,Normal day,False
2023-03-01,02:30:00,13.85,138.5,Normal day,False
2023-03-01,03:00:00,12.49,124.9,Normal day,False
2023-03-01,03:30:00,9.05,90.5,Normal day,False
2023-03-01,04:00:00,7.67,76.7,Normal day,False
2023-03-01,04:30:00,8.47,84.7,Normal day,False
2023-03-01,05:00:00,35.05,350.5,Normal day,False
2023-03-01,05:30:00,32.52,325.2,Normal day,False
2023-03-01,06:00:00,30.93,309.3,Normal day,False
2023-03-01,06:30:00,30.51,305.1,Normal day,False
2023-03-01,07:00:00,40.56,405.6,Normal day,False
2023-03-01,07:30:00,40.67,406.7,Normal day,False
2023-03-01,08:00:00,36.96,369.6,Normal day,False
2023-03-01,08:30:00,30.42,304.2,Normal day,False
2023-03-01,09:00:00,10.45,104.5,Normal day,False
2023-03-01,09:30:00,9.56,95.6,Normal day,False
2023-03-01,10:00:00,16.21,162.1,Normal day,False
2023-03-01,10:30:00,13.9,139.0,Normal day,False
2023-03-01,11:00:00,15.15,151.5,Normal day,False
2023-03-01,11:30:00,13.63,136.3,Normal day,False
2023-03-01,12:00:00,38.43,384.3,Normal day,False
2023-03-01,12:30:00,33.45,334.5,Normal day,False
2023-03-01,13:00:00,34.62,346.2,Normal day,False
2023-03-01,13:30:00,42.8,428.0,Normal day,False
2023-03-01,14:00:00,12.18,121.8,Normal day,False
2023-03-01,14:30:00,11.93,119.3,Normal day,False
2023-03-01,15:00:00,22.63,226.3,Normal day,False
2023-03-01,15:30:00,23.78,237.8,Normal day,False
2023-03-01,16:00:00,14.64,146.4,Normal day,False
2023-03-01,16:30:00,10.55,105.5,Normal day,False
2023-03-01,17:00:00,11.21,112.1,Normal day,False
2023-03-01,17:30:00,14.18,141.8,Normal day,False
2023-03-01,18:00:00,72.81,728.1,Normal day,False
2023-03-01,18:30:00,52.31,523.1,Normal day,False
2023-03-01,19:00:00,68.6,686.0,Normal day,False
2023-03-01,19:30:00,63.9,639.0,Normal day,False
2023-03-01,20:00:00,71.3,713.0,Normal day,False
2023-03-01,20:30:00,61.15,611.5,Normal day,False
2023-03-01,21:00:00,61.45,614.5,Normal day,False
2023-03-01,21:30:00,57.24,572.4,Normal day,False
2023-03-01,22:00:00,13.27,132.7,Normal day,False
2023-03-01,22:30:00,10.35,103.5,Normal day,False
2023-03-01,23:00:00,9.9,99.0,Normal day,False
2023-03-01,23:30:00,7.96,79.6,Normal day,False
2023-03-02,00:00:00,8.93,89.3,Normal day,False
2023-03-02,00:30:00,10.77,107.7,Normal day,False
2023-03-02,01:00:00,15.35,153.5,Normal day,False
2023-03-02,01:30:00,7.67,76.7,Normal day,False
2023-03-02,02:00:00,10.16,101.6,Normal day,False
2023-03-02,02:30:00,11.12,111.2,Normal day,False
2023-03-02,03:00:00,10.58,105.8,Normal day,False
2023-03-02,03:30:00,9.88,98.8,Normal day,False
2023-03-02,04:00:00,11.09,110.9,Normal day,False
2023-03-02,04:30:00,15.07,150.7,Normal day,False
2023-03-02,05:00:00,33.57,335.7,Normal day,False
2023-03-02,05:30:00,37.46,374.6,Normal day,False
2023-03-02,06:00:00,34.63,346.3,Normal day,False
2023-03-02,06:30:00,33.01,330.1,Normal day,False
2023-03-02,07:00:00,31.07,310.7,Normal day,False
2023-03-02,07:30:00,39.24,392.4,Normal day,False
2023-03-02,08:00:00,43.17,431.7,Normal day,False
2023-03-02,08:30:00,32.93,329.3,Normal day,False
2023-03-02,09:00:00,10.1,101.0,Normal day,False
2023-03-02,09:30:00,16.15,161.5,Normal day,False
2023-03-02,10:00:00,11.95,119.5,Normal day,False
2023-03-02,10:30:00,18.82,188.2,Normal day,False
2023-03-02,11:00:00,14.08,140.8,Normal day,False
2023-03-02,11:30:00,16.55,165.5,Normal day,False
2023-03-02,12:00:00,45.65,456.5,Normal day,False
2023-03-02,12:30:00,43.22,432.2,Normal day,False
2023-03-02,13:00:00,34.59,345.9,Normal day,False
2023-03-02,13:30:00,41.6,416.0,Normal day,False
2023-03-02,14:00:00,20.9,209.0,Normal day,False
2023-03-02,14:30:00,18.65,186.5,Normal day,False
2023-03-02,15:00:00,12.54,125.4,Normal day,False
2023-03-02,15:30:00,10.7,107.0,Normal day,False
2023-03-02,16:00:00,17.69,176.9,Normal day,False
2023-03-02,16:30:00,21.42,214.2,Normal day,False
2023-03-02,17:00:00,11.38,113.8,Normal day,False
2023-03-02,17:30:00,22.12,221.2,Normal day,False
2023-03-02,18:00:00,52.3,523.0,Normal day,False
2023-03-02,18:30:00,55.32,553.2,Normal day,False
2023-03-02,19:00:00,64.98,649.8,Normal day,False
2023-03-02,19:30:00,63.71,637.1,Normal day,False
2023-03-02,20:00:00,52.45,524.5,Normal day,False
2023-03-02,20:30:00,48.02,480.2,Normal day,False
2023-03-02,21:00:00,60.53,605.3,Normal day,False
2023-03-02,21:30:00,67.22,672.2,Normal day,False
2023-03-02,22:00:00,5.99,59.9,Normal day,False
2023-03-02,22:30:00,13.78,137.8,Normal day,False
2023-03-02,23:00:00,10.14,101.4,Normal day,False
2023-03-02,23:30:00,7.28,72.8,Normal day,False
2023-03-03,00:00:00,9.17,91.7,Normal day,False
2023-03-03,00:30:00,11.12,111.2,Normal day,False
2023-03-03,01:00:00,11.75,117.5,Normal day,False
2023-03-03,01:30:00,10.94,109.4,Normal day,False
2023-03-03,02:00:00,9.01,90.1,Normal day,False
2023-03-03,02:30:00,7.92,79.2,Normal day,False
2023-03-03,03:00:00,9.79,97.9,Normal day,False
2023-03-03,03:30:00,5.38,53.8,Normal day,False
2023-03-03,04:00:00,6.07,60.7,Normal day,False
2023-03-03,04:30:00,5.34,53.4,Normal day,False
2023-03-03,05:00:00,34.08,340.8,Normal day,False
2023-03-03,05:30:00,37.34,373.4,Normal day,False
2023-03-03,06:00:00,41.0,410.0,Normal day,False
2023-03-03,06:30:00,30.87,308.7,Normal day,False
2023-03-03,07:00:00,31.9,319.0,Normal day,False
2023-03-03,07:30:00,34.25,342.5,Normal day,False
2023-03-03,08:00:00,28.97,289.7,Normal day,False
2023-03-03,08:30:00,35.77,357.7,Normal day,False
2023-03-03,09:00:00,14.53,145.3,Normal day,False
2023-03-03,09:30:00,19.04,190.4,Normal day,False
2023-03-03,10:00:00,17.53,175.3,Normal day,False
2023-03-03,10:30:00,12.02,120.2,Normal day,False
2023-03-03,11:00:00,11.53,115.3,Normal day,False
2023-03-03,11:30:00,12.09,120.9,Normal day,False
2023-03-03,12:00:00,36.64,366.4,Normal day,False
2023-03-03,12:30:00,31.77,317.7,Normal day,False
2023-03-03,13:00:00,47.7,477.0,Normal day,False
2023-03-03,13:30:00,44.38,443.8,Normal day,False
2023-03-03,14:00:00,14.15,141.5,Normal day,False
2023-03-03,14:30:00,15.33,153.3,Normal day,False
2023-03-03,15:00:00,25.76,257.6,Normal day,False
2023-03-03,15:30:00,15.69,156.9,Normal day,False
2023-03-03,16:00:00,18.52,185.2,Normal day,False
2023-03-03,16:30:00,25.91,259.1,Normal day,False
2023-03-03,17:00:00,18.31,183.1,Normal day,False
2023-03-03,17:30:00,19.88,198.8,Normal day,False
2023-03-03,18:00:00,48.96,489.6,Normal day,False
2023-03-03,18:30:00,61.31,613.1,Normal day,False
2023-03-03,19:00:00,68.55,685.5,Normal day,False
2023-03-03,19:30:00,60.18,601.8,Normal day,False
2023-03-03,20:00:00,73.01,730.1,Normal day,False
2023-03-03,20:30:00,54.57,545.7,Normal day,False
2023-03-03,21:00:00,62.21,622.1,Normal day,False
2023-03-03,21:30:00,60.95,609.5,Normal day,False
2023-03-03,22:00:00,13.99,139.9,Normal day,False
2023-03-03,22:30:00,7.54,75.4,Normal day,False
2023-03-03,23:00:00,6.32,63.2,Normal day,False
2023-03-03,23:30:00,5.78,57.8,Normal day,False
2023-03-04,00:00:00,7.45,74.5,Normal day,True
2023-03-04,00:30:00,12.45,124.5,Normal day,True
2023-03-04,01:00:00,5.43,54.3,Normal day,True
2023-03-04,01:30:00,10.92,109.2,Normal day,True
2023-03-04,02:00:00,9.78,97.8,Normal day,True
2023-03-04,02:30:00,12.58,125.8,Normal day,True
2023-03-04,03:00:00,13.08,130.8,Normal day,True
2023-03-04,03:30:00,10.39,103.9,Normal day,True
2023-03-04,04:00:00,8.39,83.9,Normal day,True
2023-03-04,04:30:00,13.8,138.0,Normal day,True
2023-03-04,05:00:00,12.38,123.8,Normal day,True
2023-03-04,05:30:00,8.97,89.7,Normal day,True
2023-03-04,06:00:00,4.96,49.6,Normal day,True
