Date,Time,Usage Percentage,Convert Liters,Special Events,Is Weekend
2023-01-01,00:00:00,8.86,88.6,Normal day,True
2023-01-01,00:30:00,8.62,86.2,Normal day,True
2023-01-01,01:00:00,8.65,86.5,Normal day,True
2023-01-01,01:30:00,8.54,85.4,Normal day,True
2023-01-01,02:00:00,7.48,74.8,Normal day,True
2023-01-01,02:30:00,6.47,64.7,Normal day,True
2023-01-01,03:00:00,5.41,54.1,Normal day,True
2023-01-01,03:30:00,9.42,94.2,Normal day,True
2023-01-01,04:00:00,10.16,101.6,Normal day,True
2023-01-01,04:30:00,5.35,53.5,Normal day,True
2023-01-01,05:00:00,8.28,82.8,Normal day,True
2023-01-01,05:30:00,6.37,63.7,Normal day,True
2023-01-01,06:00:00,3.57,35.7,Normal day,True
2023-01-01,06:30:00,7.18,71.8,Normal day,True
2023-01-01,07:00:00,46.08,460.8,Normal day,True
2023-01-01,07:30:00,46.12,461.2,Normal day,True
2023-01-01,08:00:00,46.16,461.6,Normal day,True
2023-01-01,08:30:00,48.28,482.8,Normal day,True
2023-01-01,09:00:00,51.93,519.3,Normal day,True
2023-01-01,09:30:00,38.83,388.3,Normal day,True
2023-01-01,10:00:00,36.83,368.3,Normal day,True
2023-01-01,10:30:00,45.3,453.0,Normal day,True
2023-01-01,11:00:00,27.35,273.5,Normal day,True
2023-01-01,11:30:00,20.99,209.9,Normal day,True
2023-01-01,12:00:00,24.06,240.6,Normal day,True
2023-01-01,12:30:00,31.87,318.7,Normal day,True
2023-01-01,13:00:00,44.14,441.4,Normal day,True
2023-01-01,13:30:00,29.44,294.4,Normal day,True
2023-01-01,14:00:00,33.29,332.9,Normal day,True
2023-01-01,14:30:00,41.59,415.9,Normal day,True
2023-01-01,15:00:00,26.99,269.9,Normal day,True
2023-01-01,15:30:00,29.15,291.5,Normal day,True
2023-01-01,16:00:00,25.53,255.3,Normal day,True
2023-01-01,16:30:00,28.27,282.7,Normal day,True
2023-01-01,17:00:00,25.93,259.3,Normal day,True
2023-01-01,17:30:00,25.33,253.3,Normal day,True
2023-01-01,18:00:00,54.68,546.8,Normal day,True
2023-01-01,18:30:00,51.8,518.0,Normal day,True
