Date,Time,Usage Percentage,Convert Liters,Special Events,Is Weekend
2023-08-01,00:00:00,8.91,89.1,Normal day,False
2023-08-01,00:30:00,10.41,104.1,Normal day,False
2023-08-01,01:00:00,10.93,109.3,Normal day,False
2023-08-01,01:30:00,5.74,57.4,Normal day,False
2023-08-01,02:00:00,7.89,78.9,Normal day,False
2023-08-01,02:30:00,9.22,92.2,Normal day,False
2023-08-01,03:00:00,14.13,141.3,Normal day,False
2023-08-01,03:30:00,8.5,85.0,Normal day,False
2023-08-01,04:00:00,4.66,46.6,Normal day,False
2023-08-01,04:30:00,7.13,71.3,Normal day,False
2023-08-01,05:00:00,35.14,351.4,Normal day,False
2023-08-01,05:30:00,27.45,274.5,Normal day,False
2023-08-01,06:00:00,31.66,316.6,Normal day,False
2023-08-01,06:30:00,32.13,321.3,Normal day,False
2023-08-01,07:00:00,42.22,422.2,Normal day,False
2023-08-01,07:30:00,41.39,413.9,Normal day,False
2023-08-01,08:00:00,25.68,256.8,Normal day,False
2023-08-01,08:30:00,34.37,343.7,Normal day,False
2023-08-01,09:00:00,14.24,142.4,Normal day,False
2023-08-01,09:30:00,8.93,89.3,Normal day,False
2023-08-01,10:00:00,14.82,148.2,Normal day,False
2023-08-01,10:30:00,9.92,99.2,Normal day,False
2023-08-01,11:00:00,12.8,128.0,Normal day,False
2023-08-01,11:30:00,10.68,106.8,Normal day,False
2023-08-01,12:00:00,31.79,317.9,Normal day,False
2023-08-01,12:30:00,28.43,284.3,Normal day,False
2023-08-01,13:00:00,39.01,390.1,Normal day,False
2023-08-01,13:30:00,43.35,433.5,Normal day,False
2023-08-01,14:00:00,19.52,195.2,Normal day,False
2023-08-01,14:30:00,14.24,142.4,Normal day,False
2023-08-01,15:00:00,8.85,88.5,Normal day,False
2023-08-01,15:30:00,20.08,200.8,Normal day,False
2023-08-01,16:00:00,18.89,188.9,Normal day,False
2023-08-01,16:30:00,18.45,184.5,Normal day,False
2023-08-01,17:00:00,17.52,175.2,Normal day,False
2023-08-01,17:30:00,14.63,146.3,Normal day,False
2023-08-01,18:00:00,55.99,559.9,Normal day,False
2023-08-01,18:30:00,50.19,501.9,Normal day,False
2023-08-01,19:00:00,47.36,473.6,Normal day,False
2023-08-01,19:30:00,52.17,521.7,Normal day,False
2023-08-01,20:00:00,54.6,546.0,Normal day,False
2023-08-01,20:30:00,61.02,610.2,Normal day,False
2023-08-01,21:00:00,52.25,522.5,Normal day,False
2023-08-01,21:30:00,61.43,614.3,Normal day,False
2023-08-01,22:00:00,8.33,83.3,Normal day,False
2023-08-01,22:30:00,5.33,53.3,Normal day,False
2023-08-01,23:00:00,14.09,140.9,Normal day,False
2023-08-01,23:30:00,12.22,122.2,Normal day,False
2023-08-02,00:00:00,12.86,128.6,Normal day,False
2023-08-02,00:30:00,5.36,53.6,Normal day,False
2023-08-02,01:00:00,11.88,118.8,Normal day,False
2023-08-02,01:30:00,12.19,121.9,Normal day,False
2023-08-02,02:00:00,5.63,56.3,Normal day,False
2023-08-02,02:30:00,14.73,147.3,Normal day,False
2023-08-02,03:00:00,6.2,62.0,Normal day,False
2023-08-02,03:30:00,12.21,122.1,Normal day,False
2023-08-02,04:00:00,11.21,112.1,Normal day,False
2023-08-02,04:30:00,9.69,96.9,Normal day,False
2023-08-02,05:00:00,39.67,396.7,Normal day,False
2023-08-02,05:30:00,35.99,359.9,Normal day,False
2023-08-02,06:00:00,30.98,309.8,Normal day,False
