Date,Time,Usage Percentage,Convert Liters,Special Events,Is Weekend
2024-07-01,00:00:00,10.74,107.4,Normal day,False
2024-07-01,00:30:00,10.16,101.6,Normal day,False
2024-07-01,01:00:00,10.19,101.9,Normal day,False
2024-07-01,01:30:00,7.71,77.1,Normal day,False
2024-07-01,02:00:00,8.52,85.2,Normal day,False
2024-07-01,02:30:00,6.3,63.0,Normal day,False
2024-07-01,03:00:00,12.22,122.2,Normal day,False
2024-07-01,03:30:00,11.78,117.8,Normal day,False
2024-07-01,04:00:00,5.89,58.9,Normal day,False
2024-07-01,04:30:00,10.68,106.8,Normal day,False
2024-07-01,05:00:00,36.4,364.0,Normal day,False
2024-07-01,05:30:00,39.64,396.4,Normal day,False
2024-07-01,06:00:00,28.59,285.9,Normal day,False
2024-07-01,06:30:00,31.74,317.4,Normal day,False
2024-07-01,07:00:00,33.78,337.8,Normal day,False
2024-07-01,07:30:00,35.34,353.4,Normal day,False
2024-07-01,08:00:00,32.6,326.0,Normal day,False
2024-07-01,08:30:00,35.55,355.5,Normal day,False
2024-07-01,09:00:00,11.22,112.2,Normal day,False
2024-07-01,09:30:00,15.67,156.7,Normal day,False
2024-07-01,10:00:00,10.92,109.2,Normal day,False
2024-07-01,10:30:00,13.6,136.0,Normal day,False
2024-07-01,11:00:00,9.11,91.1,Normal day,False
2024-07-01,11:30:00,12.24,122.4,Normal day,False
2024-07-01,12:00:00,26.45,264.5,Normal day,False
2024-07-01,12:30:00,42.17,421.7,Normal day,False
2024-07-01,13:00:00,32.87,328.7,Normal day,False
2024-07-01,13:30:00,43.01,430.1,Normal day,False
2024-07-01,14:00:00,14.36,143.6,Normal day,False
2024-07-01,14:30:00,17.31,173.1,Normal day,False
2024-07-01,15:00:00,15.68,156.8,Normal day,False
2024-07-01,15:30:00,16.4,164.0,Normal day,False
2024-07-01,16:00:00,10.81,108.1,Normal day,False
2024-07-01,16:30:00,20.26,202.6,Normal day,False
2024-07-01,17:00:00,8.69,86.9,Normal day,False
2024-07-01,17:30:00,15.97,159.7,Normal day,False
2024-07-01,18:00:00,54.01,540.1,Normal day,False
2024-07-01,18:30:00,46.85,468.5,Normal day,False
2024-07-01,19:00:00,61.56,615.6,Normal day,False
2024-07-01,19:30:00,55.38,553.8,Normal day,False
2024-07-01,20:00:00,51.42,514.2,Normal day,False
2024-07-01,20:30:00,53.63,536.3,Normal day,False
2024-07-01,21:00:00,61.48,614.8,Normal day,False
2024-07-01,21:30:00,56.46,564.6,Normal day,False
2024-07-01,22:00:00,5.51,55.1,Normal day,False
2024-07-01,22:30:00,5.78,57.8,Normal day,False
2024-07-01,23:00:00,8.95,89.5,Normal day,False
2024-07-01,23:30:00,4.68,46.8,Normal day,False
2024-07-02,00:00:00,11.57,115.7,Normal day,False
2024-07-02,00:30:00,7.51,75.1,Normal day,False
2024-07-02,01:00:00,7.95,79.5,Normal day,False
2024-07-02,01:30:00,11.22,112.2,Normal day,False
2024-07-02,02:00:00,11.62,116.2,Normal day,False
2024-07-02,02:30:00,11.17,111.7,Normal day,False
2024-07-02,03:00:00,6.81,68.1,Normal day,False
2024-07-02,03:30:00,12.52,125.2,Normal day,False
2024-07-02,04:00:00,11.8,118.0,Normal day,False
2024-07-02,04:30:00,10.43,104.3,Normal day,False
