Date,Time,Usage Percentage,Convert Liters,Special Events,Is Weekend
2024-11-01,00:00:00,8.99,89.9,Normal day,False
2024-11-01,00:30:00,9.04,90.4,Normal day,False
2024-11-01,01:00:00,3.85,38.5,Normal day,False
2024-11-01,01:30:00,10.47,104.7,Normal day,False
2024-11-01,02:00:00,6.43,64.3,Normal day,False
2024-11-01,02:30:00,9.88,98.8,Normal day,False
2024-11-01,03:00:00,5.06,50.6,Normal day,False
2024-11-01,03:30:00,10.63,106.3,Normal day,False
2024-11-01,04:00:00,5.83,58.3,Normal day,False
2024-11-01,04:30:00,10.4,104.0,Normal day,False
2024-11-01,05:00:00,32.62,326.2,Normal day,False
2024-11-01,05:30:00,23.69,236.9,Normal day,False
2024-11-01,06:00:00,27.66,276.6,Normal day,False
2024-11-01,06:30:00,27.55,275.5,Normal day,False
2024-11-01,07:00:00,31.28,312.8,Normal day,False
2024-11-01,07:30:00,22.04,220.4,Normal day,False
2024-11-01,08:00:00,30.65,306.5,Normal day,False
2024-11-01,08:30:00,23.51,235.1,Normal day,False
2024-11-01,09:00:00,12.24,122.4,Normal day,False
2024-11-01,09:30:00,12.09,120.9,Normal day,False
2024-11-01,10:00:00,12.99,129.9,Normal day,False
2024-11-01,10:30:00,10.74,107.4,Normal day,False
2024-11-01,11:00:00,6.66,66.6,Normal day,False
2024-11-01,11:30:00,13.5,135.0,Normal day,False
2024-11-01,12:00:00,20.0,200.0,Normal day,False
2024-11-01,12:30:00,33.37,333.7,Normal day,False
2024-11-01,13:00:00,27.4,274.0,Normal day,False
2024-11-01,13:30:00,32.55,325.5,Normal day,False
2024-11-01,14:00:00,13.38,133.8,Normal day,False
2024-11-01,14:30:00,10.38,103.8,Normal day,False
2024-11-01,15:00:00,11.44,114.4,Normal day,False
2024-11-01,15:30:00,15.54,155.4,Normal day,False
2024-11-01,16:00:00,10.4,104.0,Normal day,False
2024-11-01,16:30:00,11.13,111.3,Normal day,False
2024-11-01,17:00:00,8.72,87.2,Normal day,False
2024-11-01,17:30:00,16.42,164.2,Normal day,False
2024-11-01,18:00:00,50.51,505.1,Normal day,False
2024-11-01,18:30:00,48.76,487.6,Normal day,False
2024-11-01,19:00:00,47.19,471.9,Normal day,False
2024-11-01,19:30:00,51.04,510.4,Normal day,False
2024-11-01,20:00:00,38.78,387.8,Normal day,False
2024-11-01,20:30:00,42.63,426.3,Normal day,False
2024-11-01,21:00:00,43.55,435.5,Normal day,False
2024-11-01,21:30:00,45.34,453.4,Normal day,False
2024-11-01,22:00:00,7.46,74.6,Normal day,False
2024-11-01,22:30:00,9.18,91.8,Normal day,False
2024-11-01,23:00:00,11.09,110.9,Normal day,False
2024-11-01,23:30:00,7.45,74.5,Normal day,False
2024-11-02,00:00:00,3.55,35.5,Normal day,True
2024-11-02,00:30:00,5.71,57.1,Normal day,True
2024-11-02,01:00:00,9.46,94.6,Normal day,True
2024-11-02,01:30:00,4.91,49.1,Normal day,True
2024-11-02,02:00:00,5.51,55.1,Normal day,True
2024-11-02,02:30:00,10.88,108.8,Normal day,True
2024-11-02,03:00:00,8.01,80.1,Normal day,True
2024-11-02,03:30:00,4.39,43.9,Normal day,True
2024-11-02,04:00:00,4.5,45.0,Normal day,True
2024-11-02,04:30:00,4.54,45.4,Normal day,True
2024-11-02,05:00:00,8.94,89.4,Normal day,True
2024-11-02,05:30:00,7.32,73.2,Normal day,True
