Date,Time,Usage Percentage,Convert Liters,Special Events,Is Weekend
2023-04-01,00:00:00,10.09,100.9,Normal day,True
2023-04-01,00:30:00,13.35,133.5,Normal day,True
2023-04-01,01:00:00,11.83,118.3,Normal day,True
2023-04-01,01:30:00,8.15,81.5,Normal day,True
2023-04-01,02:00:00,8.0,80.0,Normal day,True
2023-04-01,02:30:00,9.66,96.6,Normal day,True
2023-04-01,03:00:00,8.72,87.2,Normal day,True
2023-04-01,03:30:00,11.89,118.9,Normal day,True
2023-04-01,04:00:00,13.56,135.6,Normal day,True
2023-04-01,04:30:00,8.74,87.4,Normal day,True
2023-04-01,05:00:00,5.72,57.2,Normal day,True
2023-04-01,05:30:00,14.65,146.5,Normal day,True
2023-04-01,06:00:00,15.2,152.0,Normal day,True
2023-04-01,06:30:00,10.56,105.6,Normal day,True
2023-04-01,07:00:00,74.16,741.6,Normal day,True
2023-04-01,07:30:00,68.19,681.9,Normal day,True
2023-04-01,08:00:00,64.25,642.5,Normal day,True
2023-04-01,08:30:00,72.01,720.1,Normal day,True
2023-04-01,09:00:00,57.31,573.1,Normal day,True
2023-04-01,09:30:00,64.98,649.8,Normal day,True
2023-04-01,10:00:00,54.62,546.2,Normal day,True
2023-04-01,10:30:00,80.92,809.2,Normal day,True
2023-04-01,11:00:00,39.75,397.5,Normal day,True
2023-04-01,11:30:00,53.27,532.7,Normal day,True
2023-04-01,12:00:00,36.41,364.1,Normal day,True
2023-04-01,12:30:00,48.2,482.0,Normal day,True
2023-04-01,13:00:00,59.47,594.7,Normal day,True
2023-04-01,13:30:00,48.66,486.6,Normal day,True
2023-04-01,14:00:00,69.4,694.0,Normal day,True
2023-04-01,14:30:00,60.41,604.1,Normal day,True
2023-04-01,15:00:00,37.83,378.3,Normal day,True
2023-04-01,15:30:00,49.0,490.0,Normal day,True
2023-04-01,16:00:00,45.91,459.1,Normal day,True
2023-04-01,16:30:00,48.1,481.0,Normal day,True
2023-04-01,17:00:00,38.16,381.6,Normal day,True
2023-04-01,17:30:00,45.5,455.0,Normal day,True
2023-04-01,18:00:00,65.71,657.1,Normal day,True
2023-04-01,18:30:00,67.75,677.5,Normal day,True
2023-04-01,19:00:00,62.52,625.2,Normal day,True
2023-04-01,19:30:00,77.83,778.3,Normal day,True
2023-04-01,20:00:00,90.12,901.2,Normal day,True
2023-04-01,20:30:00,77.14,771.4,Normal day,True
2023-04-01,21:00:00,71.79,717.9,Normal day,True
2023-04-01,21:30:00,67.84,678.4,Normal day,True
2023-04-01,22:00:00,69.22,692.2,Normal day,True
2023-04-01,22:30:00,79.48,794.8,Normal day,True
2023-04-01,23:00:00,16.6,166.0,Normal day,True
2023-04-01,23:30:00,8.01,80.1,Normal day,True
2023-04-02,00:00:00,7.19,71.9,Normal day,True
2023-04-02,00:30:00,10.02,100.2,Normal day,True
2023-04-02,01:00:00,7.96,79.6,Normal day,True
2023-04-02,01:30:00,8.21,82.1,Normal day,True
2023-04-02,02:00:00,5.63,56.3,Normal day,True
2023-04-02,02:30:00,7.59,75.9,Normal day,True
2023-04-02,03:00:00,10.97,109.7,Normal day,True
2023-04-02,03:30:00,7.33,73.3,Normal day,True
2023-04-02,04:00:00,8.86,88.6,Normal day,True
2023-04-02,04:30:00,14.14,141.4,Normal day,True
2023-04-02,05:00:00,6.01,60.1,Normal day,True
2023-04-02,05:30:00,6.52,65.2,Normal day,True
2023-04-02,06:00:00,15.19,151.9,Normal day,True
2023-04-02,06:30:00,12.7,127.0,Normal day,True
2023-04-02,07:00:00,69.87,698.7,Normal day,True
2023-04-02,07:30:00,69.06,690.6,Normal day,True
2023-04-02,08:00:00,61.07,610.7,Normal day,True
2023-04-02,08:30:00,69.98,699.8,Normal day,True
2023-04-02,09:00:00,56.27,562.7,Normal day,True
2023-04-02,09:30:00,67.77,677.7,Normal day,True
2023-04-02,10:00:00,73.16,731.6,Normal day,True
2023-04-02,10:30:00,66.25,662.5,Normal day,True
2023-04-02,11:00:00,36.41,364.1,Normal day,True
2023-04-02,11:30:00,41.0,410.0,Normal day,True
2023-04-02,12:00:00,55.19,551.9,Normal day,True
2023-04-02,12:30:00,47.85,478.5,Normal day,True
2023-04-02,13:00:00,64.78,647.8,Normal day,True
2023-04-02,13:30:00,55.43,554.3,Normal day,True
2023-04-02,14:00:00,61.45,614.5,Normal day,True
2023-04-02,14:30:00,54.95,549.5,Normal day,True
2023-04-02,15:00:00,38.15,381.5,Normal day,True
2023-04-02,15:30:00,38.38,383.8,Normal day,True
2023-04-02,16:00:00,45.67,456.7,Normal day,True
2023-04-02,16:30:00,48.66,486.6,Normal day,True
2023-04-02,17:00:00,42.56,425.6,Normal day,True
2023-04-02,17:30:00,45.54,455.4,Normal day,True
2023-04-02,18:00:00,62.95,629.5,Normal day,True
2023-04-02,18:30:00,89.49,894.9,Normal day,True
2023-04-02,19:00:00,90.05,900.5,Normal day,True
2023-04-02,19:30:00,73.12,731.2,Normal day,True
2023-04-02,20:00:00,73.96,739.6,Normal day,True
2023-04-02,20:30:00,79.33,793.3,Normal day,True
2023-04-02,21:00:00,59.36,593.6,Normal day,True
2023-04-02,21:30:00,64.11,641.1,Normal day,True
2023-04-02,22:00:00,67.98,679.8,Normal day,True
2023-04-02,22:30:00,67.91,679.1,Normal day,True
2023-04-02,23:00:00,8.71,87.1,Normal day,True
2023-04-02,23:30:00,13.2,132.0,Normal day,True
2023-04-03,00:00:00,15.11,151.1,Normal day,False
2023-04-03,00:30:00,9.59,95.9,Normal day,False
2023-04-03,01:00:00,13.52,135.2,Normal day,False
2023-04-03,01:30:00,14.16,141.6,Normal day,False
2023-04-03,02:00:00,7.23,72.3,Normal day,False
2023-04-03,02:30:00,13.79,137.9,Normal day,False
2023-04-03,03:00:00,9.24,92.4,Normal day,False
2023-04-03,03:30:00,9.53,95.3,Normal day,False
2023-04-03,04:00:00,14.1,141.0,Normal day,False
2023-04-03,04:30:00,12.21,122.1,Normal day,False
2023-04-03,05:00:00,44.81,448.1,Normal day,False
2023-04-03,05:30:00,41.64,416.4,Normal day,False
2023-04-03,06:00:00,39.78,397.8,Normal day,False
2023-04-03,06:30:00,45.07,450.7,Normal day,False
2023-04-03,07:00:00,41.45,414.5,Normal day,False
2023-04-03,07:30:00,43.14,431.4,Normal day,False
2023-04-03,08:00:00,48.49,484.9,Normal day,False
2023-04-03,08:30:00,48.55,485.5,Normal day,False
2023-04-03,09:00:00,15.89,158.9,Normal day,False
2023-04-03,09:30:00,12.25,122.5,Normal day,False
2023-04-03,10:00:00,14.75,147.5,Normal day,False
2023-04-03,10:30:00,13.89,138.9,Normal day,False
2023-04-03,11:00:00,18.09,180.9,Normal day,False
2023-04-03,11:30:00,23.19,231.9,Normal day,False
2023-04-03,12:00:00,30.79,307.9,Normal day,False
2023-04-03,12:30:00,48.21,482.1,Normal day,False
2023-04-03,13:00:00,32.25,322.5,Normal day,False
2023-04-03,13:30:00,37.19,371.9,Normal day,False
2023-04-03,14:00:00,12.23,122.3,Normal day,False
2023-04-03,14:30:00,19.71,197.1,Normal day,False
2023-04-03,15:00:00,20.93,209.3,Normal day,False
2023-04-03,15:30:00,13.07,130.7,Normal day,False
2023-04-03,16:00:00,22.05,220.5,Normal day,False
2023-04-03,16:30:00,21.58,215.8,Normal day,False
2023-04-03,17:00:00,19.96,199.6,Normal day,False
2023-04-03,17:30:00,16.14,161.4,Normal day,False
2023-04-03,18:00:00,73.02,730.2,Normal day,False
2023-04-03,18:30:00,59.67,596.7,Normal day,False
2023-04-03,19:00:00,71.89,718.9,Normal day,False
2023-04-03,19:30:00,65.73,657.3,Normal day,False
2023-04-03,20:00:00,58.21,582.1,Normal day,False
2023-04-03,20:30:00,61.04,610.4,Normal day,False
2023-04-03,21:00:00,63.48,634.8,Normal day,False
2023-04-03,21:30:00,67.0,670.0,Normal day,False
2023-04-03,22:00:00,6.19,61.9,Normal day,False
2023-04-03,22:30:00,14.23,142.3,Normal day,False
2023-04-03,23:00:00,6.3,63.0,Normal day,False
2023-04-03,23:30:00,13.63,136.3,Normal day,False
2023-04-04,00:00:00,16.58,165.8,Normal day,False
2023-04-04,00:30:00,7.3,73.0,Normal day,False
2023-04-04,01:00:00,5.92,59.2,Normal day,False
2023-04-04,01:30:00,15.72,157.2,Normal day,False
2023-04-04,02:00:00,12.17,121.7,Normal day,False
2023-04-04,02:30:00,16.69,166.9,Normal day,False
2023-04-04,03:00:00,15.55,155.5,Normal day,False
2023-04-04,03:30:00,7.81,78.1,Normal day,False
2023-04-04,04:00:00,17.0,170.0,Normal day,False
2023-04-04,04:30:00,15.71,157.1,Normal day,False
2023-04-04,05:00:00,37.21,372.1,Normal day,False
2023-04-04,05:30:00,48.92,489.2,Normal day,False
2023-04-04,06:00:00,41.17,411.7,Normal day,False
2023-04-04,06:30:00,40.45,404.5,Normal day,False
2023-04-04,07:00:00,46.62,466.2,Normal day,False
2023-04-04,07:30:00,32.04,320.4,Normal day,False
2023-04-04,08:00:00,44.98,449.8,Normal day,False
2023-04-04,08:30:00,46.86,468.6,Normal day,False
2023-04-04,09:00:00,11.94,119.4,Normal day,False
2023-04-04,09:30:00,14.7,147.0,Normal day,False
2023-04-04,10:00:00,14.16,141.6,Normal day,False
2023-04-04,10:30:00,17.54,175.4,Normal day,False
2023-04-04,11:00:00,19.92,199.2,Normal day,False
2023-04-04,11:30:00,21.39,213.9,Normal day,False
2023-04-04,12:00:00,41.73,417.3,Normal day,False
2023-04-04,12:30:00,36.1,361.0,Normal day,False
2023-04-04,13:00:00,53.08,530.8,Normal day,False
2023-04-04,13:30:00,43.52,435.2,Normal day,False
2023-04-04,14:00:00,13.57,135.7,Normal day,False
2023-04-04,14:30:00,12.23,122.3,Normal day,False
2023-04-04,15:00:00,17.82,178.2,Normal day,False
2023-04-04,15:30:00,15.04,150.4,Normal day,False
2023-04-04,16:00:00,16.47,164.7,Normal day,False
2023-04-04,16:30:00,15.92,159.2,Normal day,False
2023-04-04,17:00:00,21.69,216.9,Normal day,False
2023-04-04,17:30:00,22.26,222.6,Normal day,False
2023-04-04,18:00:00,68.24,682.4,Normal day,False
2023-04-04,18:30:00,75.25,752.5,Normal day,False
2023-04-04,19:00:00,76.22,762.2,Normal day,False
2023-04-04,19:30:00,69.95,699.5,Normal day,False
2023-04-04,20:00:00,65.48,654.8,Normal day,False
2023-04-04,20:30:00,61.04,610.4,Normal day,False
2023-04-04,21:00:00,66.04,660.4,Normal day,False
2023-04-04,21:30:00,57.45,574.5,Normal day,False
2023-04-04,22:00:00,14.19,141.9,Normal day,False
2023-04-04,22:30:00,14.44,144.4,Normal day,False
2023-04-04,23:00:00,6.8,68.0,Normal day,False
2023-04-04,23:30:00,14.82,148.2,Normal day,False
2023-04-05,00:00:00,7.92,79.2,Normal day,False
2023-04-05,00:30:00,11.56,115.6,Normal day,False
2023-04-05,01:00:00,7.28,72.8,Normal day,False
2023-04-05,01:30:00,14.7,147.0,Normal day,False
2023-04-05,02:00:00,9.67,96.7,Normal day,False
2023-04-05,02:30:00,6.98,69.8,Normal day,False
2023-04-05,03:00:00,5.31,53.1,Normal day,False
2023-04-05,03:30:00,6.27,62.7,Normal day,False
2023-04-05,04:00:00,13.36,133.6,Normal day,False
2023-04-05,04:30:00,8.47,84.7,Normal day,False
2023-04-05,05:00:00,46.86,468.6,Normal day,False
2023-04-05,05:30:00,40.82,408.2,Normal day,False
2023-04-05,06:00:00,45.39,453.9,Normal day,False
2023-04-05,06:30:00,37.09,370.9,Normal day,False
2023-04-05,07:00:00,35.77,357.7,Normal day,False
2023-04-05,07:30:00,39.12,391.2,Normal day,False
2023-04-05,08:00:00,44.8,448.0,Normal day,False
2023-04-05,08:30:00,41.8,418.0,Normal day,False
2023-04-05,09:00:00,13.54,135.4,Normal day,False
2023-04-05,09:30:00,20.73,207.3,Normal day,False
2023-04-05,10:00:00,13.82,138.2,Normal day,False
2023-04-05,10:30:00,18.41,184.1,Normal day,False
2023-04-05,11:00:00,19.66,196.6,Normal day,False
2023-04-05,11:30:00,20.86,208.6,Normal day,False
2023-04-05,12:00:00,39.34,393.4,Normal day,False
2023-04-05,12:30:00,36.57,365.7,Normal day,False
2023-04-05,13:00:00,34.55,345.5,Normal day,False
2023-04-05,13:30:00,48.33,483.3,Normal day,False
2023-04-05,14:00:00,12.42,124.2,Normal day,False
2023-04-05,14:30:00,24.66,246.6,Normal day,False
2023-04-05,15:00:00,25.25,252.5,Normal day,False
2023-04-05,15:30:00,24.05,240.5,Normal day,False
2023-04-05,16:00:00,16.97,169.7,Normal day,False
2023-04-05,16:30:00,15.49,154.9,Normal day,False
2023-04-05,17:00:00,22.45,224.5,Normal day,False
2023-04-05,17:30:00,14.91,149.1,Normal day,False
2023-04-05,18:00:00,67.09,670.9,Normal day,False
2023-04-05,18:30:00,64.58,645.8,Normal day,False
2023-04-05,19:00:00,77.49,774.9,Normal day,False
2023-04-05,19:30:00,50.84,508.4,Normal day,False
2023-04-05,20:00:00,55.69,556.9,Normal day,False
2023-04-05,20:30:00,59.56,595.6,Normal day,False
2023-04-05,21:00:00,73.21,732.1,Normal day,False
2023-04-05,21:30:00,53.42,534.2,Normal day,False
2023-04-05,22:00:00,6.52,65.2,Normal day,False
2023-04-05,22:30:00,15.14,151.4,Normal day,False
2023-04-05,23:00:00,6.95,69.5,Normal day,False
2023-04-05,23:30:00,10.23,102.3,Normal day,False
2023-04-06,00:00:00,7.47,74.7,Normal day,False
2023-04-06,00:30:00,14.97,149.7,Normal day,False
2023-04-06,01:00:00,7.21,72.1,Normal day,False
2023-04-06,01:30:00,16.96,169.6,Normal day,False
2023-04-06,02:00:00,15.78,157.8,Normal day,False
2023-04-06,02:30:00,9.39,93.9,Normal day,False
2023-04-06,03:00:00,9.06,90.6,Normal day,False
2023-04-06,03:30:00,15.56,155.6,Normal day,False
2023-04-06,04:00:00,6.13,61.3,Normal day,False
2023-04-06,04:30:00,14.23,142.3,Normal day,False
2023-04-06,05:00:00,43.29,432.9,Normal day,False
2023-04-06,05:30:00,40.12,401.2,Normal day,False
2023-04-06,06:00:00,46.86,468.6,Normal day,False
2023-04-06,06:30:00,35.59,355.9,Normal day,False
2023-04-06,07:00:00,45.15,451.5,Normal day,False
2023-04-06,07:30:00,32.54,325.4,Normal day,False
2023-04-06,08:00:00,46.3,463.0,Normal day,False
2023-04-06,08:30:00,42.54,425.4,Normal day,False
2023-04-06,09:00:00,16.3,163.0,Normal day,False
2023-04-06,09:30:00,13.17,131.7,Normal day,False
2023-04-06,10:00:00,15.36,153.6,Normal day,False
2023-04-06,10:30:00,12.66,126.6,Normal day,False
2023-04-06,11:00:00,19.97,199.7,Normal day,False
2023-04-06,11:30:00,15.74,157.4,Normal day,False
2023-04-06,12:00:00,50.35,503.5,Normal day,False
2023-04-06,12:30:00,49.67,496.7,Normal day,False
2023-04-06,13:00:00,39.78,397.8,Normal day,False
2023-04-06,13:30:00,50.07,500.7,Normal day,False
2023-04-06,14:00:00,24.02,240.2,Normal day,False
2023-04-06,14:30:00,20.37,203.7,Normal day,False
2023-04-06,15:00:00,13.54,135.4,Normal day,False
2023-04-06,15:30:00,25.64,256.4,Normal day,False
2023-04-06,16:00:00,20.92,209.2,Normal day,False
2023-04-06,16:30:00,17.52,175.2,Normal day,False
2023-04-06,17:00:00,18.15,181.5,Normal day,False
2023-04-06,17:30:00,21.49,214.9,Normal day,False
2023-04-06,18:00:00,67.87,678.7,Normal day,False
2023-04-06,18:30:00,65.45,654.5,Normal day,False
2023-04-06,19:00:00,64.67,646.7,Normal day,False
2023-04-06,19:30:00,56.32,563.2,Normal day,False
2023-04-06,20:00:00,55.96,559.6,Normal day,False
2023-04-06,20:30:00,68.83,688.3,Normal day,False
2023-04-06,21:00:00,65.18,651.8,Normal day,False
2023-04-06,21:30:00,62.45,624.5,Normal day,False
2023-04-06,22:00:00,13.07,130.7,Normal day,False
2023-04-06,22:30:00,9.92,99.2,Normal day,False
2023-04-06,23:00:00,10.78,107.8,Normal day,False
2023-04-06,23:30:00,15.74,157.4,Normal day,False
2023-04-07,00:00:00,13.93,139.3,Normal day,False
2023-04-07,00:30:00,8.2,82.0,Normal day,False
2023-04-07,01:00:00,11.09,110.9,Normal day,False
2023-04-07,01:30:00,14.72,147.2,Normal day,False
2023-04-07,02:00:00,8.13,81.3,Normal day,False
2023-04-07,02:30:00,8.27,82.7,Normal day,False
2023-04-07,03:00:00,10.79,107.9,Normal day,False
2023-04-07,03:30:00,14.58,145.8,Normal day,False
2023-04-07,04:00:00,6.67,66.7,Normal day,False
2023-04-07,04:30:00,11.15,111.5,Normal day,False
2023-04-07,05:00:00,33.33,333.3,Normal day,False
2023-04-07,05:30:00,44.69,446.9,Normal day,False
2023-04-07,06:00:00,29.73,297.3,Normal day,False
2023-04-07,06:30:00,34.83,348.3,Normal day,False
2023-04-07,07:00:00,37.46,374.6,Normal day,False
2023-04-07,07:30:00,33.31,333.1,Normal day,False
2023-04-07,08:00:00,46.42,464.2,Normal day,False
2023-04-07,08:30:00,42.8,428.0,Normal day,False
2023-04-07,09:00:00,10.45,104.5,Normal day,False
2023-04-07,09:30:00,13.66,136.6,Normal day,False
2023-04-07,10:00:00,16.2,162.0,Normal day,False
2023-04-07,10:30:00,17.62,176.2,Normal day,False
2023-04-07,11:00:00,10.2,102.0,Normal day,False
2023-04-07,11:30:00,15.93,159.3,Normal day,False
2023-04-07,12:00:00,52.44,524.4,Normal day,False
2023-04-07,12:30:00,38.94,389.4,Normal day,False
2023-04-07,13:00:00,50.93,509.3,Normal day,False
2023-04-07,13:30:00,34.84,348.4,Normal day,False
2023-04-07,14:00:00,19.84,198.4,Normal day,False
2023-04-07,14:30:00,17.31,173.1,Normal day,False
2023-04-07,15:00:00,13.92,139.2,Normal day,False
2023-04-07,15:30:00,19.52,195.2,Normal day,False
2023-04-07,16:00:00,22.27,222.7,Normal day,False
2023-04-07,16:30:00,16.51,165.1,Normal day,False
2023-04-07,17:00:00,11.33,113.3,Normal day,False
2023-04-07,17:30:00,14.05,140.5,Normal day,False
2023-04-07,18:00:00,70.23,702.3,Normal day,False
2023-04-07,18:30:00,69.59,695.9,Normal day,False
2023-04-07,19:00:00,68.71,687.1,Normal day,False
2023-04-07,19:30:00,63.03,630.3,Normal day,False
2023-04-07,20:00:00,72.42,724.2,Normal day,False
2023-04-07,20:30:00,71.8,718.0,Normal day,False
2023-04-07,21:00:00,60.23,602.3,Normal day,False
2023-04-07,21:30:00,55.02,550.2,Normal day,False
2023-04-07,22:00:00,7.3,73.0,Normal day,False
2023-04-07,22:30:00,12.1,121.0,Normal day,False
2023-04-07,23:00:00,9.18,91.8,Normal day,False
2023-04-07,23:30:00,6.91,69.1,Normal day,False
2023-04-08,00:00:00,13.49,134.9,Normal day,True
2023-04-08,00:30:00,13.35,133.5,Normal day,True
2023-04-08,01:00:00,11.95,119.5,Normal day,True
2023-04-08,01:30:00,6.47,64.7,Normal day,True
2023-04-08,02:00:00,7.32,73.2,Normal day,True
2023-04-08,02:30:00,13.42,134.2,Normal day,True
2023-04-08,03:00:00,15.48,154.8,Normal day,True
2023-04-08,03:30:00,5.62,56.2,Normal day,True
2023-04-08,04:00:00,10.61,106.1,Normal day,True
2023-04-08,04:30:00,10.89,108.9,Normal day,True
2023-04-08,05:00:00,9.44,94.4,Normal day,True
2023-04-08,05:30:00,11.21,112.1,Normal day,True
2023-04-08,06:00:00,8.69,86.9,Normal day,True
2023-04-08,06:30:00,15.91,159.1,Normal day,True
2023-04-08,07:00:00,67.87,678.7,Normal day,True
2023-04-08,07:30:00,63.24,632.4,Normal day,True
2023-04-08,08:00:00,56.34,563.4,Normal day,True
2023-04-08,08:30:00,57.66,576.6,Normal day,True
2023-04-08,09:00:00,74.63,746.3,Normal day,True
2023-04-08,09:30:00,67.64,676.4,Normal day,True
2023-04-08,10:00:00,59.82,598.2,Normal day,True
