Date,Time,Usage Percentage,Convert Liters,Special Events,Is Weekend
2024-08-01,00:00:00,12.87,128.7,Normal day,False
2024-08-01,00:30:00,11.07,110.7,Normal day,False
2024-08-01,01:00:00,10.9,109.0,Normal day,False
2024-08-01,01:30:00,5.1,51.0,Normal day,False
2024-08-01,02:00:00,6.92,69.2,Normal day,False
2024-08-01,02:30:00,10.21,102.1,Normal day,False
2024-08-01,03:00:00,4.42,44.2,Normal day,False
2024-08-01,03:30:00,11.59,115.9,Normal day,False
2024-08-01,04:00:00,12.58,125.8,Normal day,False
2024-08-01,04:30:00,8.9,89.0,Normal day,False
2024-08-01,05:00:00,27.83,278.3,Normal day,False
2024-08-01,05:30:00,36.04,360.4,Normal day,False
2024-08-01,06:00:00,32.22,322.2,Normal day,False
2024-08-01,06:30:00,37.14,371.4,Normal day,False
2024-08-01,07:00:00,29.13,291.3,Normal day,False
2024-08-01,07:30:00,29.21,292.1,Normal day,False
2024-08-01,08:00:00,37.81,378.1,Normal day,False
2024-08-01,08:30:00,25.64,256.4,Normal day,False
2024-08-01,09:00:00,15.06,150.6,Normal day,False
2024-08-01,09:30:00,12.11,121.1,Normal day,False
2024-08-01,10:00:00,9.47,94.7,Normal day,False
2024-08-01,10:30:00,16.16,161.6,Normal day,False
2024-08-01,11:00:00,15.01,150.1,Normal day,False
2024-08-01,11:30:00,9.82,98.2,Normal day,False
2024-08-01,12:00:00,41.48,414.8,Normal day,False
2024-08-01,12:30:00,38.57,385.7,Normal day,False
2024-08-01,13:00:00,36.12,361.2,Normal day,False
2024-08-01,13:30:00,32.07,320.7,Normal day,False
2024-08-01,14:00:00,17.17,171.7,Normal day,False
2024-08-01,14:30:00,16.3,163.0,Normal day,False
2024-08-01,15:00:00,20.3,203.0,Normal day,False
2024-08-01,15:30:00,18.07,180.7,Normal day,False
2024-08-01,16:00:00,10.46,104.6,Normal day,False
2024-08-01,16:30:00,21.18,211.8,Normal day,False
2024-08-01,17:00:00,19.21,192.1,Normal day,False
2024-08-01,17:30:00,18.59,185.9,Normal day,False
2024-08-01,18:00:00,47.62,476.2,Normal day,False
2024-08-01,18:30:00,56.14,561.4,Normal day,False
2024-08-01,19:00:00,58.51,585.1,Normal day,False
2024-08-01,19:30:00,57.69,576.9,Normal day,False
2024-08-01,20:00:00,55.56,555.6,Normal day,False
2024-08-01,20:30:00,51.95,519.5,Normal day,False
2024-08-01,21:00:00,47.18,471.8,Normal day,False
2024-08-01,21:30:00,54.24,542.4,Normal day,False
2024-08-01,22:00:00,11.72,117.2,Normal day,False
2024-08-01,22:30:00,10.88,108.8,Normal day,False
2024-08-01,23:00:00,12.52,125.2,Normal day,False
2024-08-01,23:30:00,10.7,107.0,Normal day,False
2024-08-02,00:00:00,10.8,108.0,Normal day,False
2024-08-02,00:30:00,8.11,81.1,Normal day,False
2024-08-02,01:00:00,6.43,64.3,Normal day,False
2024-08-02,01:30:00,10.28,102.8,Normal day,False
2024-08-02,02:00:00,14.17,141.7,Normal day,False
2024-08-02,02:30:00,14.73,147.3,Normal day,False
2024-08-02,03:00:00,13.89,138.9,Normal day,False
2024-08-02,03:30:00,6.12,61.2,Normal day,False
2024-08-02,04:00:00,13.93,139.3,Normal day,False
2024-08-02,04:30:00,4.91,49.1,Normal day,False
2024-08-02,05:00:00,35.24,352.4,Normal day,False
2024-08-02,05:30:00,30.45,304.5,Normal day,False
2024-08-02,06:00:00,30.61,306.1,Normal day,False
2024-08-02,06:30:00,28.34,283.4,Normal day,False
2024-08-02,07:00:00,33.81,338.1,Normal day,False
2024-08-02,07:30:00,33.94,339.4,Normal day,False
2024-08-02,08:00:00,38.54,385.4,Normal day,False
2024-08-02,08:30:00,30.56,305.6,Normal day,False
2024-08-02,09:00:00,11.98,119.8,Normal day,False
2024-08-02,09:30:00,13.18,131.8,Normal day,False
2024-08-02,10:00:00,11.03,110.3,Normal day,False
2024-08-02,10:30:00,9.07,90.7,Normal day,False
2024-08-02,11:00:00,10.98,109.8,Normal day,False
2024-08-02,11:30:00,10.53,105.3,Normal day,False
2024-08-02,12:00:00,33.72,337.2,Normal day,False
2024-08-02,12:30:00,41.65,416.5,Normal day,False
2024-08-02,13:00:00,34.07,340.7,Normal day,False
