Date,Time,Usage Percentage,Special Events,Is Weekend
2025-03-01,00:00:00,15.85,Normal day,True
2025-03-01,00:30:00,9.75,Normal day,True
2025-03-01,01:00:00,12.17,Normal day,True
2025-03-01,01:30:00,14.84,Normal day,True
2025-03-01,02:00:00,14.42,Normal day,True
2025-03-01,02:30:00,6.53,Normal day,True
2025-03-01,03:00:00,9.05,Normal day,True
2025-03-01,03:30:00,13.18,Normal day,True
2025-03-01,04:00:00,5.73,Normal day,True
2025-03-01,04:30:00,8.39,Normal day,True
2025-03-01,05:00:00,6.09,Normal day,True
2025-03-01,05:30:00,13.95,Normal day,True
2025-03-01,06:00:00,14.35,Normal day,True
2025-03-01,06:30:00,5.45,Normal day,True
2025-03-01,07:00:00,60.58,Normal day,True
2025-03-01,07:30:00,59.99,Normal day,True
2025-03-01,08:00:00,57.92,Normal day,True
2025-03-01,08:30:00,71.4,Normal day,True
2025-03-01,09:00:00,58.82,Normal day,True
2025-03-01,09:30:00,66.34,Normal day,True
2025-03-01,10:00:00,56.08,Normal day,True
2025-03-01,10:30:00,66.99,Normal day,True
2025-03-01,11:00:00,54.83,Normal day,True
2025-03-01,11:30:00,35.48,Normal day,True
2025-03-01,12:00:00,45.57,Normal day,True
2025-03-01,12:30:00,39.5,Normal day,True
2025-03-01,13:00:00,60.35,Normal day,True
2025-03-01,13:30:00,56.45,Normal day,True
2025-03-01,14:00:00,67.74,Normal day,True
2025-03-01,14:30:00,48.02,Normal day,True
2025-03-01,15:00:00,43.17,Normal day,True
2025-03-01,15:30:00,42.99,Normal day,True
2025-03-01,16:00:00,35.73,Normal day,True
2025-03-01,16:30:00,43.28,Normal day,True
2025-03-01,17:00:00,34.61,Normal day,True
2025-03-01,17:30:00,32.89,Normal day,True
2025-03-01,18:00:00,88.57,Normal day,True
2025-03-01,18:30:00,89.97,Normal day,True
2025-03-01,19:00:00,84.37,Normal day,True
2025-03-01,19:30:00,69.83,Normal day,True
2025-03-01,20:00:00,89.56,Normal day,True
2025-03-01,20:30:00,84.0,Normal day,True
2025-03-01,21:00:00,71.11,Normal day,True
2025-03-01,21:30:00,92.61,Normal day,True
2025-03-01,22:00:00,73.38,Normal day,True
2025-03-01,22:30:00,90.8,Normal day,True
2025-03-01,23:00:00,15.3,Normal day,True
2025-03-01,23:30:00,5.48,Normal day,True
2025-03-02,00:00:00,5.72,Normal day,True
2025-03-02,00:30:00,6.29,Normal day,True
2025-03-02,01:00:00,14.81,Normal day,True
2025-03-02,01:30:00,10.97,Normal day,True
2025-03-02,02:00:00,16.99,Normal day,True
2025-03-02,02:30:00,8.36,Normal day,True
2025-03-02,03:00:00,11.31,Normal day,True
2025-03-02,03:30:00,9.0,Normal day,True
2025-03-02,04:00:00,16.01,Normal day,True
2025-03-02,04:30:00,6.77,Normal day,True
2025-03-02,05:00:00,10.76,Normal day,True
2025-03-02,05:30:00,13.08,Normal day,True
2025-03-02,06:00:00,16.71,Normal day,True
2025-03-02,06:30:00,6.24,Normal day,True
2025-03-02,07:00:00,65.65,Normal day,True
2025-03-02,07:30:00,53.68,Normal day,True
2025-03-02,08:00:00,66.38,Normal day,True
2025-03-02,08:30:00,61.54,Normal day,True
2025-03-02,09:00:00,73.76,Normal day,True
2025-03-02,09:30:00,75.12,Normal day,True
2025-03-02,10:00:00,75.2,Normal day,True
2025-03-02,10:30:00,67.55,Normal day,True
2025-03-02,11:00:00,53.6,Normal day,True
2025-03-02,11:30:00,44.41,Normal day,True
2025-03-02,12:00:00,56.38,Normal day,True
2025-03-02,12:30:00,41.94,Normal day,True
2025-03-02,13:00:00,41.77,Normal day,True
2025-03-02,13:30:00,43.78,Normal day,True
2025-03-02,14:00:00,56.48,Normal day,True
2025-03-02,14:30:00,50.65,Normal day,True
2025-03-02,15:00:00,52.83,Normal day,True
2025-03-02,15:30:00,51.14,Normal day,True
2025-03-02,16:00:00,43.99,Normal day,True
2025-03-02,16:30:00,43.83,Normal day,True
2025-03-02,17:00:00,43.35,Normal day,True
2025-03-02,17:30:00,38.79,Normal day,True
2025-03-02,18:00:00,88.35,Normal day,True
2025-03-02,18:30:00,100.0,Normal day,True
2025-03-02,19:00:00,65.58,Normal day,True
2025-03-02,19:30:00,98.77,Normal day,True
2025-03-02,20:00:00,75.59,Normal day,True
2025-03-02,20:30:00,88.44,Normal day,True
2025-03-02,21:00:00,75.11,Normal day,True
2025-03-02,21:30:00,79.54,Normal day,True
2025-03-02,22:00:00,80.66,Normal day,True
2025-03-02,22:30:00,79.45,Normal day,True
2025-03-02,23:00:00,7.48,Normal day,True
2025-03-02,23:30:00,16.01,Normal day,True
2025-03-03,00:00:00,7.97,Normal day,False
2025-03-03,00:30:00,15.39,Normal day,False
2025-03-03,01:00:00,15.0,Normal day,False
2025-03-03,01:30:00,9.72,Normal day,False
2025-03-03,02:00:00,11.21,Normal day,False
2025-03-03,02:30:00,12.72,Normal day,False
2025-03-03,03:00:00,6.75,Normal day,False
2025-03-03,03:30:00,9.32,Normal day,False
2025-03-03,04:00:00,8.54,Normal day,False
2025-03-03,04:30:00,15.18,Normal day,False
2025-03-03,05:00:00,50.64,Normal day,False
2025-03-03,05:30:00,59.24,Normal day,False
2025-03-03,06:00:00,61.72,Normal day,False
2025-03-03,06:30:00,54.89,Normal day,False
2025-03-03,07:00:00,52.28,Normal day,False
2025-03-03,07:30:00,64.72,Normal day,False
2025-03-03,08:00:00,51.67,Normal day,False
2025-03-03,08:30:00,40.79,Normal day,False
2025-03-03,09:00:00,17.86,Normal day,False
2025-03-03,09:30:00,11.37,Normal day,False
2025-03-03,10:00:00,12.4,Normal day,False
2025-03-03,10:30:00,18.92,Normal day,False
2025-03-03,11:00:00,16.08,Normal day,False
2025-03-03,11:30:00,21.71,Normal day,False
2025-03-03,12:00:00,39.57,Normal day,False
2025-03-03,12:30:00,47.11,Normal day,False
2025-03-03,13:00:00,38.93,Normal day,False
2025-03-03,13:30:00,31.48,Normal day,False
2025-03-03,14:00:00,28.33,Normal day,False
2025-03-03,14:30:00,18.36,Normal day,False
2025-03-03,15:00:00,23.95,Normal day,False
2025-03-03,15:30:00,24.56,Normal day,False
2025-03-03,16:00:00,13.02,Normal day,False
2025-03-03,16:30:00,18.38,Normal day,False
2025-03-03,17:00:00,19.3,Normal day,False
2025-03-03,17:30:00,14.53,Normal day,False
2025-03-03,18:00:00,85.75,Normal day,False
2025-03-03,18:30:00,77.66,Normal day,False
2025-03-03,19:00:00,85.62,Normal day,False
2025-03-03,19:30:00,55.08,Normal day,False
2025-03-03,20:00:00,59.64,Normal day,False
2025-03-03,20:30:00,88.8,Normal day,False
2025-03-03,21:00:00,72.39,Normal day,False
2025-03-03,21:30:00,53.83,Normal day,False
2025-03-03,22:00:00,11.83,Normal day,False
2025-03-03,22:30:00,6.0,Normal day,False
2025-03-03,23:00:00,13.65,Normal day,False
2025-03-03,23:30:00,8.22,Normal day,False
2025-03-04,00:00:00,6.83,Normal day,False
2025-03-04,00:30:00,9.25,Normal day,False
2025-03-04,01:00:00,14.77,Normal day,False
2025-03-04,01:30:00,12.56,Normal day,False
2025-03-04,02:00:00,9.12,Normal day,False
2025-03-04,02:30:00,17.22,Normal day,False
2025-03-04,03:00:00,10.19,Normal day,False
2025-03-04,03:30:00,7.79,Normal day,False
2025-03-04,04:00:00,14.98,Normal day,False
2025-03-04,04:30:00,8.46,Normal day,False
2025-03-04,05:00:00,60.43,Normal day,False
2025-03-04,05:30:00,55.47,Normal day,False
2025-03-04,06:00:00,55.49,Normal day,False
2025-03-04,06:30:00,52.64,Normal day,False
2025-03-04,07:00:00,47.62,Normal day,False
2025-03-04,07:30:00,67.88,Normal day,False
2025-03-04,08:00:00,51.44,Normal day,False
2025-03-04,08:30:00,51.42,Normal day,False
2025-03-04,09:00:00,16.75,Normal day,False
2025-03-04,09:30:00,13.12,Normal day,False
2025-03-04,10:00:00,13.01,Normal day,False
2025-03-04,10:30:00,19.72,Normal day,False
2025-03-04,11:00:00,15.17,Normal day,False
2025-03-04,11:30:00,20.31,Normal day,False
2025-03-04,12:00:00,36.79,Normal day,False
2025-03-04,12:30:00,45.14,Normal day,False
2025-03-04,13:00:00,48.7,Normal day,False
2025-03-04,13:30:00,43.0,Normal day,False
2025-03-04,14:00:00,24.5,Normal day,False
2025-03-04,14:30:00,16.75,Normal day,False
2025-03-04,15:00:00,10.5,Normal day,False
2025-03-04,15:30:00,13.68,Normal day,False
2025-03-04,16:00:00,18.61,Normal day,False
2025-03-04,16:30:00,12.0,Normal day,False
2025-03-04,17:00:00,20.64,Normal day,False
2025-03-04,17:30:00,20.57,Normal day,False
2025-03-04,18:00:00,57.52,Normal day,False
2025-03-04,18:30:00,70.69,Normal day,False
2025-03-04,19:00:00,74.05,Normal day,False
2025-03-04,19:30:00,51.85,Normal day,False
2025-03-04,20:00:00,75.52,Normal day,False
2025-03-04,20:30:00,62.92,Normal day,False
2025-03-04,21:00:00,65.8,Normal day,False
2025-03-04,21:30:00,65.37,Normal day,False
2025-03-04,22:00:00,16.29,Normal day,False
2025-03-04,22:30:00,10.39,Normal day,False
2025-03-04,23:00:00,15.02,Normal day,False
2025-03-04,23:30:00,7.4,Normal day,False
2025-03-05,00:00:00,14.04,Normal day,False
2025-03-05,00:30:00,11.29,Normal day,False
2025-03-05,01:00:00,13.0,Normal day,False
2025-03-05,01:30:00,12.44,Normal day,False
2025-03-05,02:00:00,13.28,Normal day,False
2025-03-05,02:30:00,15.45,Normal day,False
2025-03-05,03:00:00,7.95,Normal day,False
2025-03-05,03:30:00,15.28,Normal day,False
2025-03-05,04:00:00,15.43,Normal day,False
2025-03-05,04:30:00,11.96,Normal day,False
2025-03-05,05:00:00,57.56,Normal day,False
2025-03-05,05:30:00,65.57,Normal day,False
2025-03-05,06:00:00,61.42,Normal day,False
2025-03-05,06:30:00,50.62,Normal day,False
2025-03-05,07:00:00,51.78,Normal day,False
2025-03-05,07:30:00,69.47,Normal day,False
2025-03-05,08:00:00,63.47,Normal day,False
2025-03-05,08:30:00,47.52,Normal day,False
2025-03-05,09:00:00,16.94,Normal day,False
2025-03-05,09:30:00,15.6,Normal day,False
2025-03-05,10:00:00,19.05,Normal day,False
2025-03-05,10:30:00,17.79,Normal day,False
2025-03-05,11:00:00,11.4,Normal day,False
2025-03-05,11:30:00,19.05,Normal day,False
2025-03-05,12:00:00,40.16,Normal day,False
2025-03-05,12:30:00,40.95,Normal day,False
2025-03-05,13:00:00,48.49,Normal day,False
2025-03-05,13:30:00,32.79,Normal day,False
2025-03-05,14:00:00,15.65,Normal day,False
2025-03-05,14:30:00,22.99,Normal day,False
2025-03-05,15:00:00,14.09,Normal day,False
2025-03-05,15:30:00,25.82,Normal day,False
2025-03-05,16:00:00,15.22,Normal day,False
2025-03-05,16:30:00,11.43,Normal day,False
2025-03-05,17:00:00,17.18,Normal day,False
2025-03-05,17:30:00,17.69,Normal day,False
2025-03-05,18:00:00,89.45,Normal day,False
2025-03-05,18:30:00,65.4,Normal day,False
2025-03-05,19:00:00,86.02,Normal day,False
