Date,Time,Usage Percentage,Special Events,Is Weekend
2025-09-01,00:00:00,7.13,Normal day,False
2025-09-01,00:30:00,4.8,Normal day,False
2025-09-01,01:00:00,5.74,Normal day,False
2025-09-01,01:30:00,5.46,Normal day,False
2025-09-01,02:00:00,12.87,Normal day,False
2025-09-01,02:30:00,11.29,Normal day,False
2025-09-01,03:00:00,10.98,Normal day,False
2025-09-01,03:30:00,11.04,Normal day,False
2025-09-01,04:00:00,5.37,Normal day,False
2025-09-01,04:30:00,8.76,Normal day,False
2025-09-01,05:00:00,45.07,Normal day,False
2025-09-01,05:30:00,58.9,Normal day,False
2025-09-01,06:00:00,47.96,Normal day,False
2025-09-01,06:30:00,57.28,Normal day,False
2025-09-01,07:00:00,47.29,Normal day,False
2025-09-01,07:30:00,59.03,Normal day,False
2025-09-01,08:00:00,52.62,Normal day,False
2025-09-01,08:30:00,52.15,Normal day,False
2025-09-01,09:00:00,12.34,Normal day,False
2025-09-01,09:30:00,19.01,Normal day,False
2025-09-01,10:00:00,12.45,Normal day,False
2025-09-01,10:30:00,20.16,Normal day,False
2025-09-01,11:00:00,13.14,Normal day,False
2025-09-01,11:30:00,19.01,Normal day,False
2025-09-01,12:00:00,44.77,Normal day,False
2025-09-01,12:30:00,29.67,Normal day,False
2025-09-01,13:00:00,39.69,Normal day,False
2025-09-01,13:30:00,51.97,Normal day,False
2025-09-01,14:00:00,24.01,Normal day,False
2025-09-01,14:30:00,10.34,Normal day,False
2025-09-01,15:00:00,11.48,Normal day,False
2025-09-01,15:30:00,20.13,Normal day,False
2025-09-01,16:00:00,13.88,Normal day,False
2025-09-01,16:30:00,18.25,Normal day,False
2025-09-01,17:00:00,17.88,Normal day,False
2025-09-01,17:30:00,16.59,Normal day,False
2025-09-01,18:00:00,67.47,Normal day,False
2025-09-01,18:30:00,57.96,Normal day,False
2025-09-01,19:00:00,53.76,Normal day,False
2025-09-01,19:30:00,71.93,Normal day,False
2025-09-01,20:00:00,51.91,Normal day,False
2025-09-01,20:30:00,63.69,Normal day,False
2025-09-01,21:00:00,62.56,Normal day,False
2025-09-01,21:30:00,80.12,Normal day,False
2025-09-01,22:00:00,5.12,Normal day,False
2025-09-01,22:30:00,14.13,Normal day,False
2025-09-01,23:00:00,12.93,Normal day,False
2025-09-01,23:30:00,8.31,Normal day,False
2025-09-02,00:00:00,13.85,Normal day,False
2025-09-02,00:30:00,11.01,Normal day,False
2025-09-02,01:00:00,14.62,Normal day,False
2025-09-02,01:30:00,14.7,Normal day,False
2025-09-02,02:00:00,13.81,Normal day,False
2025-09-02,02:30:00,12.45,Normal day,False
2025-09-02,03:00:00,6.23,Normal day,False
2025-09-02,03:30:00,13.88,Normal day,False
2025-09-02,04:00:00,8.28,Normal day,False
2025-09-02,04:30:00,12.04,Normal day,False
2025-09-02,05:00:00,43.4,Normal day,False
2025-09-02,05:30:00,41.23,Normal day,False
2025-09-02,06:00:00,56.17,Normal day,False
2025-09-02,06:30:00,54.83,Normal day,False
2025-09-02,07:00:00,43.73,Normal day,False
2025-09-02,07:30:00,58.45,Normal day,False
2025-09-02,08:00:00,51.83,Normal day,False
2025-09-02,08:30:00,53.72,Normal day,False
2025-09-02,09:00:00,15.46,Normal day,False
2025-09-02,09:30:00,20.27,Normal day,False
2025-09-02,10:00:00,9.84,Normal day,False
2025-09-02,10:30:00,10.3,Normal day,False
2025-09-02,11:00:00,17.71,Normal day,False
2025-09-02,11:30:00,14.02,Normal day,False
2025-09-02,12:00:00,43.27,Normal day,False
2025-09-02,12:30:00,42.84,Normal day,False
2025-09-02,13:00:00,39.99,Normal day,False
2025-09-02,13:30:00,40.46,Normal day,False
2025-09-02,14:00:00,18.61,Normal day,False
2025-09-02,14:30:00,26.89,Normal day,False
2025-09-02,15:00:00,27.36,Normal day,False
2025-09-02,15:30:00,14.88,Normal day,False
2025-09-02,16:00:00,21.02,Normal day,False
2025-09-02,16:30:00,21.73,Normal day,False
2025-09-02,17:00:00,19.65,Normal day,False
2025-09-02,17:30:00,12.66,Normal day,False
2025-09-02,18:00:00,73.21,Normal day,False
2025-09-02,18:30:00,74.94,Normal day,False
2025-09-02,19:00:00,61.81,Normal day,False
2025-09-02,19:30:00,65.14,Normal day,False
2025-09-02,20:00:00,75.73,Normal day,False
2025-09-02,20:30:00,71.14,Normal day,False
2025-09-02,21:00:00,62.29,Normal day,False
2025-09-02,21:30:00,58.44,Normal day,False
2025-09-02,22:00:00,5.04,Normal day,False
2025-09-02,22:30:00,14.03,Normal day,False
2025-09-02,23:00:00,11.98,Normal day,False
2025-09-02,23:30:00,7.64,Normal day,False
2025-09-03,00:00:00,7.88,Normal day,False
2025-09-03,00:30:00,14.52,Normal day,False
2025-09-03,01:00:00,4.74,Normal day,False
2025-09-03,01:30:00,5.98,Normal day,False
2025-09-03,02:00:00,14.0,Normal day,False
2025-09-03,02:30:00,13.56,Normal day,False
2025-09-03,03:00:00,7.0,Normal day,False
2025-09-03,03:30:00,5.75,Normal day,False
2025-09-03,04:00:00,13.93,Normal day,False
2025-09-03,04:30:00,7.39,Normal day,False
2025-09-03,05:00:00,58.75,Normal day,False
2025-09-03,05:30:00,54.14,Normal day,False
2025-09-03,06:00:00,54.52,Normal day,False
2025-09-03,06:30:00,59.29,Normal day,False
2025-09-03,07:00:00,53.25,Normal day,False
2025-09-03,07:30:00,59.83,Normal day,False
2025-09-03,08:00:00,45.35,Normal day,False
2025-09-03,08:30:00,47.34,Normal day,False
2025-09-03,09:00:00,19.52,Normal day,False
2025-09-03,09:30:00,21.56,Normal day,False
2025-09-03,10:00:00,18.54,Normal day,False
2025-09-03,10:30:00,11.27,Normal day,False
2025-09-03,11:00:00,12.41,Normal day,False
2025-09-03,11:30:00,17.23,Normal day,False
2025-09-03,12:00:00,35.43,Normal day,False
2025-09-03,12:30:00,47.52,Normal day,False
2025-09-03,13:00:00,33.15,Normal day,False
2025-09-03,13:30:00,44.32,Normal day,False
2025-09-03,14:00:00,23.78,Normal day,False
2025-09-03,14:30:00,22.92,Normal day,False
2025-09-03,15:00:00,16.84,Normal day,False
2025-09-03,15:30:00,13.39,Normal day,False
2025-09-03,16:00:00,15.56,Normal day,False
2025-09-03,16:30:00,19.31,Normal day,False
2025-09-03,17:00:00,20.55,Normal day,False
2025-09-03,17:30:00,20.25,Normal day,False
2025-09-03,18:00:00,70.22,Normal day,False
2025-09-03,18:30:00,53.86,Normal day,False
2025-09-03,19:00:00,79.54,Normal day,False
2025-09-03,19:30:00,51.4,Normal day,False
2025-09-03,20:00:00,70.22,Normal day,False
