Date,Time,Usage Percentage,Special Events,Is Weekend
2025-05-01,00:00:00,9.44,Normal day,False
2025-05-01,00:30:00,9.9,Normal day,False
2025-05-01,01:00:00,11.33,Normal day,False
2025-05-01,01:30:00,12.01,Normal day,False
2025-05-01,02:00:00,7.83,Normal day,False
2025-05-01,02:30:00,9.9,Normal day,False
2025-05-01,03:00:00,11.56,Normal day,False
2025-05-01,03:30:00,10.7,Normal day,False
2025-05-01,04:00:00,15.63,Normal day,False
2025-05-01,04:30:00,15.25,Normal day,False
2025-05-01,05:00:00,48.88,Normal day,False
2025-05-01,05:30:00,56.78,Normal day,False
2025-05-01,06:00:00,62.13,Normal day,False
2025-05-01,06:30:00,60.32,Normal day,False
2025-05-01,07:00:00,57.05,Normal day,False
2025-05-01,07:30:00,45.23,Normal day,False
2025-05-01,08:00:00,57.72,Normal day,False
2025-05-01,08:30:00,41.65,Normal day,False
2025-05-01,09:00:00,15.87,Normal day,False
2025-05-01,09:30:00,22.44,Normal day,False
2025-05-01,10:00:00,20.96,Normal day,False
2025-05-01,10:30:00,21.15,Normal day,False
2025-05-01,11:00:00,23.19,Normal day,False
2025-05-01,11:30:00,17.79,Normal day,False
2025-05-01,12:00:00,50.45,Normal day,False
2025-05-01,12:30:00,56.45,Normal day,False
2025-05-01,13:00:00,30.42,Normal day,False
2025-05-01,13:30:00,40.06,Normal day,False
2025-05-01,14:00:00,24.65,Normal day,False
2025-05-01,14:30:00,25.15,Normal day,False
2025-05-01,15:00:00,24.28,Normal day,False
2025-05-01,15:30:00,15.12,Normal day,False
2025-05-01,16:00:00,24.2,Normal day,False
2025-05-01,16:30:00,11.23,Normal day,False
2025-05-01,17:00:00,23.47,Normal day,False
2025-05-01,17:30:00,24.1,Normal day,False
2025-05-01,18:00:00,74.47,Normal day,False
2025-05-01,18:30:00,52.48,Normal day,False
2025-05-01,19:00:00,60.31,Normal day,False
2025-05-01,19:30:00,55.54,Normal day,False
2025-05-01,20:00:00,52.73,Normal day,False
2025-05-01,20:30:00,84.71,Normal day,False
2025-05-01,21:00:00,82.17,Normal day,False
2025-05-01,21:30:00,67.32,Normal day,False
2025-05-01,22:00:00,12.53,Normal day,False
2025-05-01,22:30:00,14.01,Normal day,False
2025-05-01,23:00:00,9.08,Normal day,False
2025-05-01,23:30:00,14.11,Normal day,False
2025-05-02,00:00:00,10.37,Normal day,False
2025-05-02,00:30:00,15.5,Normal day,False
2025-05-02,01:00:00,17.42,Normal day,False
2025-05-02,01:30:00,15.09,Normal day,False
2025-05-02,02:00:00,15.71,Normal day,False
2025-05-02,02:30:00,11.02,Normal day,False
2025-05-02,03:00:00,10.62,Normal day,False
2025-05-02,03:30:00,15.86,Normal day,False
2025-05-02,04:00:00,14.36,Normal day,False
2025-05-02,04:30:00,10.43,Normal day,False
2025-05-02,05:00:00,53.08,Normal day,False
2025-05-02,05:30:00,44.58,Normal day,False
2025-05-02,06:00:00,50.91,Normal day,False
2025-05-02,06:30:00,51.83,Normal day,False
2025-05-02,07:00:00,46.19,Normal day,False
2025-05-02,07:30:00,48.46,Normal day,False
2025-05-02,08:00:00,51.85,Normal day,False
2025-05-02,08:30:00,64.95,Normal day,False
2025-05-02,09:00:00,22.21,Normal day,False
2025-05-02,09:30:00,20.5,Normal day,False
2025-05-02,10:00:00,17.62,Normal day,False
2025-05-02,10:30:00,14.12,Normal day,False
2025-05-02,11:00:00,12.05,Normal day,False
2025-05-02,11:30:00,19.4,Normal day,False
2025-05-02,12:00:00,44.2,Normal day,False
2025-05-02,12:30:00,40.03,Normal day,False
2025-05-02,13:00:00,43.09,Normal day,False
2025-05-02,13:30:00,49.56,Normal day,False
2025-05-02,14:00:00,20.13,Normal day,False
2025-05-02,14:30:00,18.49,Normal day,False
2025-05-02,15:00:00,26.54,Normal day,False
2025-05-02,15:30:00,21.38,Normal day,False
2025-05-02,16:00:00,10.79,Normal day,False
2025-05-02,16:30:00,27.89,Normal day,False
2025-05-02,17:00:00,20.86,Normal day,False
2025-05-02,17:30:00,18.4,Normal day,False
2025-05-02,18:00:00,59.39,Normal day,False
2025-05-02,18:30:00,59.86,Normal day,False
2025-05-02,19:00:00,75.15,Normal day,False
2025-05-02,19:30:00,79.05,Normal day,False
2025-05-02,20:00:00,62.23,Normal day,False
2025-05-02,20:30:00,59.03,Normal day,False
2025-05-02,21:00:00,76.67,Normal day,False
2025-05-02,21:30:00,75.78,Normal day,False
2025-05-02,22:00:00,9.35,Normal day,False
2025-05-02,22:30:00,5.51,Normal day,False
2025-05-02,23:00:00,5.73,Normal day,False
2025-05-02,23:30:00,15.48,Normal day,False
2025-05-03,00:00:00,5.46,Normal day,True
2025-05-03,00:30:00,6.58,Normal day,True
2025-05-03,01:00:00,13.78,Normal day,True
2025-05-03,01:30:00,9.18,Normal day,True
2025-05-03,02:00:00,6.25,Normal day,True
2025-05-03,02:30:00,15.04,Normal day,True
2025-05-03,03:00:00,7.85,Normal day,True
2025-05-03,03:30:00,11.12,Normal day,True
2025-05-03,04:00:00,11.12,Normal day,True
2025-05-03,04:30:00,10.23,Normal day,True
2025-05-03,05:00:00,12.76,Normal day,True
2025-05-03,05:30:00,8.39,Normal day,True
2025-05-03,06:00:00,15.11,Normal day,True
2025-05-03,06:30:00,16.42,Normal day,True
2025-05-03,07:00:00,73.01,Normal day,True
2025-05-03,07:30:00,60.34,Normal day,True
2025-05-03,08:00:00,71.16,Normal day,True
2025-05-03,08:30:00,54.55,Normal day,True
2025-05-03,09:00:00,61.7,Normal day,True
2025-05-03,09:30:00,52.62,Normal day,True
2025-05-03,10:00:00,62.43,Normal day,True
2025-05-03,10:30:00,68.39,Normal day,True
2025-05-03,11:00:00,45.85,Normal day,True
2025-05-03,11:30:00,42.02,Normal day,True
2025-05-03,12:00:00,38.47,Normal day,True
2025-05-03,12:30:00,54.45,Normal day,True
2025-05-03,13:00:00,50.71,Normal day,True
2025-05-03,13:30:00,61.25,Normal day,True
2025-05-03,14:00:00,60.01,Normal day,True
2025-05-03,14:30:00,43.15,Normal day,True
2025-05-03,15:00:00,52.99,Normal day,True
2025-05-03,15:30:00,56.41,Normal day,True
2025-05-03,16:00:00,48.15,Normal day,True
2025-05-03,16:30:00,44.4,Normal day,True
2025-05-03,17:00:00,55.45,Normal day,True
