Date,Time,Usage Percentage,Special Events,Is Weekend
2025-06-01,00:00:00,3.01,Vacation,True
2025-06-01,00:30:00,0.96,Vacation,True
2025-06-01,01:00:00,2.15,Vacation,True
2025-06-01,01:30:00,2.3,Vacation,True
2025-06-01,02:00:00,2.75,Vacation,True
2025-06-01,02:30:00,2.66,Vacation,True
2025-06-01,03:00:00,2.03,Vacation,True
2025-06-01,03:30:00,2.76,Vacation,True
2025-06-01,04:00:00,1.26,Vacation,True
2025-06-01,04:30:00,1.85,Vacation,True
2025-06-01,05:00:00,2.92,Vacation,True
2025-06-01,05:30:00,2.99,Vacation,True
2025-06-01,06:00:00,1.91,Vacation,True
2025-06-01,06:30:00,2.39,Vacation,True
2025-06-01,07:00:00,12.36,Vacation,True
2025-06-01,07:30:00,13.59,Vacation,True
2025-06-01,08:00:00,10.34,Vacation,True
2025-06-01,08:30:00,10.97,Vacation,True
2025-06-01,09:00:00,13.22,Vacation,True
2025-06-01,09:30:00,12.55,Vacation,True
2025-06-01,10:00:00,11.63,Vacation,True
2025-06-01,10:30:00,10.76,Vacation,True
2025-06-01,11:00:00,6.72,Vacation,True
2025-06-01,11:30:00,7.81,Vacation,True
2025-06-01,12:00:00,7.46,Vacation,True
2025-06-01,12:30:00,7.15,Vacation,True
2025-06-01,13:00:00,9.31,Vacation,True
2025-06-01,13:30:00,8.51,Vacation,True
2025-06-01,14:00:00,9.12,Vacation,True
2025-06-01,14:30:00,9.12,Vacation,True
2025-06-01,15:00:00,6.94,Vacation,True
2025-06-01,15:30:00,7.7,Vacation,True
2025-06-01,16:00:00,9.26,Vacation,True
2025-06-01,16:30:00,7.37,Vacation,True
2025-06-01,17:00:00,9.3,Vacation,True
2025-06-01,17:30:00,8.53,Vacation,True
2025-06-01,18:00:00,13.11,Vacation,True
2025-06-01,18:30:00,13.57,Vacation,True
2025-06-01,19:00:00,17.29,Vacation,True
2025-06-01,19:30:00,17.51,Vacation,True
2025-06-01,20:00:00,13.04,Vacation,True
2025-06-01,20:30:00,11.66,Vacation,True
2025-06-01,21:00:00,16.59,Vacation,True
2025-06-01,21:30:00,15.78,Vacation,True
2025-06-01,22:00:00,14.72,Vacation,True
2025-06-01,22:30:00,13.01,Vacation,True
2025-06-01,23:00:00,2.17,Vacation,True
2025-06-01,23:30:00,1.25,Vacation,True
2025-06-02,00:00:00,11.77,Normal day,False
2025-06-02,00:30:00,5.76,Normal day,False
2025-06-02,01:00:00,8.34,Normal day,False
