Date,Time,Usage Percentage,Special Events,Is Weekend
2025-08-01,00:00:00,9.29,Normal day,False
2025-08-01,00:30:00,10.4,Normal day,False
2025-08-01,01:00:00,11.78,Normal day,False
2025-08-01,01:30:00,5.41,Normal day,False
2025-08-01,02:00:00,8.82,Normal day,False
2025-08-01,02:30:00,8.42,Normal day,False
2025-08-01,03:00:00,14.07,Normal day,False
2025-08-01,03:30:00,13.29,Normal day,False
2025-08-01,04:00:00,10.76,Normal day,False
2025-08-01,04:30:00,12.76,Normal day,False
2025-08-01,05:00:00,50.91,Normal day,False
2025-08-01,05:30:00,56.26,Normal day,False
2025-08-01,06:00:00,53.16,Normal day,False
2025-08-01,06:30:00,59.98,Normal day,False
2025-08-01,07:00:00,42.76,Normal day,False
2025-08-01,07:30:00,53.05,Normal day,False
2025-08-01,08:00:00,50.87,Normal day,False
2025-08-01,08:30:00,51.71,Normal day,False
2025-08-01,09:00:00,18.91,Normal day,False
2025-08-01,09:30:00,20.82,Normal day,False
2025-08-01,10:00:00,13.24,Normal day,False
2025-08-01,10:30:00,20.99,Normal day,False
2025-08-01,11:00:00,19.26,Normal day,False
2025-08-01,11:30:00,18.45,Normal day,False
2025-08-01,12:00:00,42.58,Normal day,False
2025-08-01,12:30:00,30.84,Normal day,False
2025-08-01,13:00:00,41.91,Normal day,False
2025-08-01,13:30:00,28.72,Normal day,False
2025-08-01,14:00:00,14.44,Normal day,False
2025-08-01,14:30:00,19.49,Normal day,False
2025-08-01,15:00:00,16.41,Normal day,False
2025-08-01,15:30:00,16.73,Normal day,False
2025-08-01,16:00:00,10.13,Normal day,False
2025-08-01,16:30:00,18.7,Normal day,False
2025-08-01,17:00:00,23.6,Normal day,False
2025-08-01,17:30:00,14.65,Normal day,False
2025-08-01,18:00:00,54.69,Normal day,False
2025-08-01,18:30:00,52.72,Normal day,False
2025-08-01,19:00:00,59.79,Normal day,False
2025-08-01,19:30:00,62.48,Normal day,False
2025-08-01,20:00:00,51.88,Normal day,False
2025-08-01,20:30:00,67.94,Normal day,False
