Date,Time,Usage Percentage,Special Events,Is Weekend
2023-02-01,00:00:00,10.43,Normal day,False
2023-02-01,00:30:00,5.2,Normal day,False
2023-02-01,01:00:00,12.11,Normal day,False
2023-02-01,01:30:00,9.45,Normal day,False
2023-02-01,02:00:00,4.91,Normal day,False
2023-02-01,02:30:00,7.31,Normal day,False
2023-02-01,03:00:00,9.25,Normal day,False
2023-02-01,03:30:00,13.28,Normal day,False
2023-02-01,04:00:00,9.37,Normal day,False
2023-02-01,04:30:00,12.06,Normal day,False
2023-02-01,05:00:00,58.34,Normal day,False
2023-02-01,05:30:00,52.59,Normal day,False
2023-02-01,06:00:00,52.79,Normal day,False
2023-02-01,06:30:00,50.77,Normal day,False
2023-02-01,07:00:00,43.23,Normal day,False
2023-02-01,07:30:00,38.74,Normal day,False
2023-02-01,08:00:00,48.51,Normal day,False
2023-02-01,08:30:00,38.8,Normal day,False
2023-02-01,09:00:00,16.7,Normal day,False
2023-02-01,09:30:00,16.84,Normal day,False
2023-02-01,10:00:00,18.15,Normal day,False
2023-02-01,10:30:00,16.47,Normal day,False
2023-02-01,11:00:00,16.24,Normal day,False
2023-02-01,11:30:00,10.59,Normal day,False
2023-02-01,12:00:00,42.71,Normal day,False
2023-02-01,12:30:00,26.79,Normal day,False
2023-02-01,13:00:00,40.4,Normal day,False
2023-02-01,13:30:00,41.66,Normal day,False
2023-02-01,14:00:00,16.86,Normal day,False
2023-02-01,14:30:00,9.83,Normal day,False
2023-02-01,15:00:00,11.6,Normal day,False
2023-02-01,15:30:00,9.63,Normal day,False
2023-02-01,16:00:00,10.74,Normal day,False
2023-02-01,16:30:00,17.75,Normal day,False
2023-02-01,17:00:00,16.84,Normal day,False
2023-02-01,17:30:00,12.23,Normal day,False
2023-02-01,18:00:00,61.97,Normal day,False
2023-02-01,18:30:00,57.29,Normal day,False
2023-02-01,19:00:00,56.96,Normal day,False
2023-02-01,19:30:00,57.03,Normal day,False
2023-02-01,20:00:00,44.73,Normal day,False
2023-02-01,20:30:00,56.73,Normal day,False
2023-02-01,21:00:00,58.27,Normal day,False
2023-02-01,21:30:00,55.87,Normal day,False
