Date,Time,Usage Percentage,Special Events,Is Weekend
2023-05-01,00:00:00,8.32,Normal day,False
2023-05-01,00:30:00,15.21,Normal day,False
2023-05-01,01:00:00,11.24,Normal day,False
2023-05-01,01:30:00,6.36,Normal day,False
2023-05-01,02:00:00,11.31,Normal day,False
2023-05-01,02:30:00,7.51,Normal day,False
2023-05-01,03:00:00,10.77,Normal day,False
2023-05-01,03:30:00,10.24,Normal day,False
2023-05-01,04:00:00,13.64,Normal day,False
2023-05-01,04:30:00,7.46,Normal day,False
2023-05-01,05:00:00,44.72,Normal day,False
2023-05-01,05:30:00,52.76,Normal day,False
2023-05-01,06:00:00,50.15,Normal day,False
2023-05-01,06:30:00,53.85,Normal day,False
2023-05-01,07:00:00,50.55,Normal day,False
2023-05-01,07:30:00,51.37,Normal day,False
2023-05-01,08:00:00,52.42,Normal day,False
2023-05-01,08:30:00,61.38,Normal day,False
2023-05-01,09:00:00,22.09,Normal day,False
2023-05-01,09:30:00,20.44,Normal day,False
2023-05-01,10:00:00,23.08,Normal day,False
2023-05-01,10:30:00,18.23,Normal day,False
2023-05-01,11:00:00,16.84,Normal day,False
2023-05-01,11:30:00,14.09,Normal day,False
2023-05-01,12:00:00,50.18,Normal day,False
2023-05-01,12:30:00,49.43,Normal day,False
2023-05-01,13:00:00,33.79,Normal day,False
2023-05-01,13:30:00,44.57,Normal day,False
2023-05-01,14:00:00,24.46,Normal day,False
2023-05-01,14:30:00,16.92,Normal day,False
2023-05-01,15:00:00,15.32,Normal day,False
2023-05-01,15:30:00,18.17,Normal day,False
2023-05-01,16:00:00,25.42,Normal day,False
2023-05-01,16:30:00,22.03,Normal day,False
2023-05-01,17:00:00,27.52,Normal day,False
2023-05-01,17:30:00,13.18,Normal day,False
2023-05-01,18:00:00,71.78,Normal day,False
2023-05-01,18:30:00,71.96,Normal day,False
2023-05-01,19:00:00,87.8,Normal day,False
2023-05-01,19:30:00,82.13,Normal day,False
2023-05-01,20:00:00,73.18,Normal day,False
2023-05-01,20:30:00,76.26,Normal day,False
2023-05-01,21:00:00,57.82,Normal day,False
2023-05-01,21:30:00,71.65,Normal day,False
2023-05-01,22:00:00,8.97,Normal day,False
2023-05-01,22:30:00,9.73,Normal day,False
2023-05-01,23:00:00,12.86,Normal day,False
2023-05-01,23:30:00,12.55,Normal day,False
2023-05-02,00:00:00,12.84,Normal day,False
2023-05-02,00:30:00,14.11,Normal day,False
2023-05-02,01:00:00,9.04,Normal day,False
2023-05-02,01:30:00,10.46,Normal day,False
2023-05-02,02:00:00,7.71,Normal day,False
2023-05-02,02:30:00,7.16,Normal day,False
2023-05-02,03:00:00,12.29,Normal day,False
2023-05-02,03:30:00,12.02,Normal day,False
2023-05-02,04:00:00,6.62,Normal day,False
2023-05-02,04:30:00,8.49,Normal day,False
2023-05-02,05:00:00,66.53,Normal day,False
2023-05-02,05:30:00,51.59,Normal day,False
2023-05-02,06:00:00,58.33,Normal day,False
2023-05-02,06:30:00,49.44,Normal day,False
2023-05-02,07:00:00,65.91,Normal day,False
2023-05-02,07:30:00,42.99,Normal day,False
2023-05-02,08:00:00,46.98,Normal day,False
2023-05-02,08:30:00,51.28,Normal day,False
