Date,Time,Usage Percentage,Special Events,Is Weekend
2023-04-01,00:00:00,8.42,Normal day,True
2023-04-01,00:30:00,11.28,Normal day,True
2023-04-01,01:00:00,12.53,Normal day,True
2023-04-01,01:30:00,10.25,Normal day,True
2023-04-01,02:00:00,18.39,Normal day,True
2023-04-01,02:30:00,11.27,Normal day,True
2023-04-01,03:00:00,7.25,Normal day,True
2023-04-01,03:30:00,9.8,Normal day,True
2023-04-01,04:00:00,6.75,Normal day,True
2023-04-01,04:30:00,8.13,Normal day,True
2023-04-01,05:00:00,14.69,Normal day,True
2023-04-01,05:30:00,7.7,Normal day,True
2023-04-01,06:00:00,6.55,Normal day,True
2023-04-01,06:30:00,13.08,Normal day,True
2023-04-01,07:00:00,66.63,Normal day,True
2023-04-01,07:30:00,79.98,Normal day,True
2023-04-01,08:00:00,57.67,Normal day,True
2023-04-01,08:30:00,77.52,Normal day,True
2023-04-01,09:00:00,75.26,Normal day,True
2023-04-01,09:30:00,73.44,Normal day,True
2023-04-01,10:00:00,67.58,Normal day,True
2023-04-01,10:30:00,77.65,Normal day,True
2023-04-01,11:00:00,48.52,Normal day,True
2023-04-01,11:30:00,47.88,Normal day,True
2023-04-01,12:00:00,50.13,Normal day,True
2023-04-01,12:30:00,53.03,Normal day,True
2023-04-01,13:00:00,69.32,Normal day,True
2023-04-01,13:30:00,54.38,Normal day,True
2023-04-01,14:00:00,64.97,Normal day,True
2023-04-01,14:30:00,47.67,Normal day,True
2023-04-01,15:00:00,54.47,Normal day,True
2023-04-01,15:30:00,54.82,Normal day,True
2023-04-01,16:00:00,48.4,Normal day,True
2023-04-01,16:30:00,36.4,Normal day,True
2023-04-01,17:00:00,49.38,Normal day,True
2023-04-01,17:30:00,51.01,Normal day,True
2023-04-01,18:00:00,84.15,Normal day,True
2023-04-01,18:30:00,94.95,Normal day,True
2023-04-01,19:00:00,78.97,Normal day,True
2023-04-01,19:30:00,88.78,Normal day,True
2023-04-01,20:00:00,86.6,Normal day,True
2023-04-01,20:30:00,73.73,Normal day,True
2023-04-01,21:00:00,95.86,Normal day,True
2023-04-01,21:30:00,80.58,Normal day,True
2023-04-01,22:00:00,76.44,Normal day,True
2023-04-01,22:30:00,89.72,Normal day,True
2023-04-01,23:00:00,14.98,Normal day,True
2023-04-01,23:30:00,11.62,Normal day,True
2023-04-02,00:00:00,6.17,Normal day,True
2023-04-02,00:30:00,9.66,Normal day,True
2023-04-02,01:00:00,7.47,Normal day,True
2023-04-02,01:30:00,15.52,Normal day,True
2023-04-02,02:00:00,8.87,Normal day,True
2023-04-02,02:30:00,11.59,Normal day,True
2023-04-02,03:00:00,7.61,Normal day,True
2023-04-02,03:30:00,14.69,Normal day,True
2023-04-02,04:00:00,7.5,Normal day,True
2023-04-02,04:30:00,16.92,Normal day,True
2023-04-02,05:00:00,9.64,Normal day,True
2023-04-02,05:30:00,12.93,Normal day,True
2023-04-02,06:00:00,6.72,Normal day,True
2023-04-02,06:30:00,7.44,Normal day,True
