Date,Time,Usage Percentage,Special Events,Is Weekend
2025-07-01,00:00:00,9.8,Normal day,False
2025-07-01,00:30:00,14.71,Normal day,False
2025-07-01,01:00:00,9.88,Normal day,False
2025-07-01,01:30:00,11.19,Normal day,False
2025-07-01,02:00:00,10.56,Normal day,False
2025-07-01,02:30:00,10.49,Normal day,False
2025-07-01,03:00:00,12.51,Normal day,False
2025-07-01,03:30:00,12.82,Normal day,False
2025-07-01,04:00:00,9.48,Normal day,False
2025-07-01,04:30:00,8.52,Normal day,False
2025-07-01,05:00:00,54.51,Normal day,False
2025-07-01,05:30:00,43.47,Normal day,False
2025-07-01,06:00:00,40.92,Normal day,False
2025-07-01,06:30:00,57.51,Normal day,False
2025-07-01,07:00:00,49.14,Normal day,False
2025-07-01,07:30:00,48.61,Normal day,False
2025-07-01,08:00:00,49.84,Normal day,False
2025-07-01,08:30:00,48.55,Normal day,False
2025-07-01,09:00:00,12.59,Normal day,False
2025-07-01,09:30:00,15.69,Normal day,False
2025-07-01,10:00:00,13.56,Normal day,False
2025-07-01,10:30:00,9.34,Normal day,False
2025-07-01,11:00:00,11.37,Normal day,False
2025-07-01,11:30:00,15.7,Normal day,False
2025-07-01,12:00:00,43.0,Normal day,False
2025-07-01,12:30:00,38.03,Normal day,False
2025-07-01,13:00:00,46.48,Normal day,False
2025-07-01,13:30:00,48.98,Normal day,False
2025-07-01,14:00:00,20.81,Normal day,False
2025-07-01,14:30:00,23.67,Normal day,False
2025-07-01,15:00:00,20.81,Normal day,False
2025-07-01,15:30:00,18.23,Normal day,False
2025-07-01,16:00:00,22.56,Normal day,False
2025-07-01,16:30:00,25.31,Normal day,False
2025-07-01,17:00:00,15.45,Normal day,False
2025-07-01,17:30:00,15.97,Normal day,False
2025-07-01,18:00:00,64.43,Normal day,False
2025-07-01,18:30:00,62.6,Normal day,False
2025-07-01,19:00:00,54.03,Normal day,False
2025-07-01,19:30:00,72.8,Normal day,False
2025-07-01,20:00:00,86.43,Normal day,False
2025-07-01,20:30:00,60.4,Normal day,False
2025-07-01,21:00:00,60.93,Normal day,False
2025-07-01,21:30:00,71.55,Normal day,False
2025-07-01,22:00:00,13.2,Normal day,False
2025-07-01,22:30:00,6.76,Normal day,False
2025-07-01,23:00:00,10.75,Normal day,False
2025-07-01,23:30:00,6.92,Normal day,False
2025-07-02,00:00:00,6.43,Normal day,False
2025-07-02,00:30:00,10.56,Normal day,False
2025-07-02,01:00:00,5.0,Normal day,False
2025-07-02,01:30:00,6.74,Normal day,False
2025-07-02,02:00:00,7.16,Normal day,False
2025-07-02,02:30:00,13.16,Normal day,False
2025-07-02,03:00:00,10.45,Normal day,False
2025-07-02,03:30:00,6.34,Normal day,False
